"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_CC_DIRECT","U2-type spliceosomal complex","0.21%","7","1728","29","20795","2.94e-2","2.98e-1","2.90","1.00e+0","2.79e-1","8.27e-3"
"GOTERM_BP_DIRECT","regulation of double-strand break repair","0.21%","7","1683","28","19478","2.97e-2","9.68e-1","2.89","1.00e+0","9.63e-1","8.32e-3"
"GOTERM_MF_DIRECT","protein kinase activity","1.13%","38","1709","303","19253","2.98e-2","4.94e-1","1.41","1.00e+0","4.85e-1","1.88e-2"
"GOTERM_BP_DIRECT","protein localization to synapse","0.18%","6","1683","21","19478","3.02e-2","9.68e-1","3.31","1.00e+0","9.63e-1","7.19e-3"
"GOTERM_BP_DIRECT","regulation of centrosome duplication","0.18%","6","1683","21","19478","3.02e-2","9.68e-1","3.31","1.00e+0","9.63e-1","7.19e-3"
"GOTERM_BP_DIRECT","regulation of ARF protein signal transduction","0.18%","6","1683","21","19478","3.02e-2","9.68e-1","3.31","1.00e+0","9.63e-1","7.19e-3"
"GOTERM_BP_DIRECT","negative regulation of translational initiation","0.18%","6","1683","21","19478","3.02e-2","9.68e-1","3.31","1.00e+0","9.63e-1","7.19e-3"
"GOTERM_BP_DIRECT","response to virus","0.51%","17","1683","112","19478","3.11e-2","9.91e-1","1.76","1.00e+0","9.85e-1","1.57e-2"
"GOTERM_CC_DIRECT","exon-exon junction complex","0.18%","6","1728","22","20795","3.14e-2","3.09e-1","3.28","1.00e+0","2.89e-1","7.62e-3"
"GOTERM_CC_DIRECT","cortical cytoskeleton","0.18%","6","1728","22","20795","3.14e-2","3.09e-1","3.28","1.00e+0","2.89e-1","7.62e-3"
"GOTERM_CC_DIRECT","Sin3-type complex","0.18%","6","1728","22","20795","3.14e-2","3.09e-1","3.28","1.00e+0","2.89e-1","7.62e-3"
"GOTERM_BP_DIRECT","regulation of alternative mRNA splicing, via spliceosome","0.33%","11","1683","60","19478","3.17e-2","1.00e+0","2.12","1.00e+0","9.95e-1","1.28e-2"
"GOTERM_BP_DIRECT","positive regulation of protein targeting to mitochondrion","0.24%","8","1683","36","19478","3.20e-2","1.00e+0","2.57","1.00e+0","9.95e-1","1.03e-2"
"GOTERM_CC_DIRECT","TORC2 complex","0.12%","4","1728","9","20795","3.28e-2","3.16e-1","5.35","1.00e+0","2.96e-1","4.26e-3"
"GOTERM_CC_DIRECT","flotillin complex","0.12%","4","1728","9","20795","3.28e-2","3.16e-1","5.35","1.00e+0","2.96e-1","4.26e-3"
"GOTERM_BP_DIRECT","MAPK cascade","0.54%","18","1683","122","19478","3.32e-2","1.00e+0","1.71","1.00e+0","9.95e-1","1.73e-2"
"GOTERM_MF_DIRECT","3',5'-cyclic-GMP phosphodiesterase activity","0.18%","6","1709","21","19253","3.34e-2","5.34e-1","3.22","1.00e+0","5.24e-1","8.19e-3"
"GOTERM_MF_DIRECT","sialyltransferase activity","0.18%","6","1709","21","19253","3.34e-2","5.34e-1","3.22","1.00e+0","5.24e-1","8.19e-3"
"GOTERM_MF_DIRECT","ribosomal small subunit binding","0.18%","6","1709","21","19253","3.34e-2","5.34e-1","3.22","1.00e+0","5.24e-1","8.19e-3"
"GOTERM_MF_DIRECT","protein serine/threonine phosphatase activity","0.33%","11","1709","59","19253","3.36e-2","5.34e-1","2.10","1.00e+0","5.24e-1","1.37e-2"
"GOTERM_CC_DIRECT","U2-type catalytic step 2 spliceosome","0.21%","7","1728","30","20795","3.43e-2","3.27e-1","2.81","1.00e+0","3.06e-1","1.00e-2"
"GOTERM_BP_DIRECT","positive regulation of hippo signaling","0.15%","5","1683","15","19478","3.49e-2","1.00e+0","3.86","1.00e+0","9.95e-1","6.88e-3"
"GOTERM_BP_DIRECT","regulation of vesicle-mediated transport","0.15%","5","1683","15","19478","3.49e-2","1.00e+0","3.86","1.00e+0","9.95e-1","6.88e-3"
"GOTERM_MF_DIRECT","kinase binding","0.48%","16","1709","102","19253","3.53e-2","5.56e-1","1.77","1.00e+0","5.46e-1","1.76e-2"
"GOTERM_CC_DIRECT","synapse","1.70%","57","1728","529","20795","3.61e-2","3.41e-1","1.30","1.00e+0","3.19e-1","2.60e-2"
"GOTERM_MF_DIRECT","glycosyltransferase activity","0.36%","12","1709","68","19253","3.61e-2","5.62e-1","1.99","1.00e+0","5.52e-1","1.57e-2"
"GOTERM_BP_DIRECT","mitophagy","0.30%","10","1683","53","19478","3.63e-2","1.00e+0","2.18","1.00e+0","9.95e-1","1.42e-2"
"GOTERM_BP_DIRECT","positive regulation of stress fiber assembly","0.30%","10","1683","53","19478","3.63e-2","1.00e+0","2.18","1.00e+0","9.95e-1","1.42e-2"
"GOTERM_BP_DIRECT","tRNA processing","0.30%","10","1683","53","19478","3.63e-2","1.00e+0","2.18","1.00e+0","9.95e-1","1.42e-2"
"GOTERM_BP_DIRECT","autophagosome membrane docking","0.12%","4","1683","9","19478","3.63e-2","1.00e+0","5.14","1.00e+0","9.95e-1","4.91e-3"
"GOTERM_BP_DIRECT","plasma membrane to endosome transport","0.12%","4","1683","9","19478","3.63e-2","1.00e+0","5.14","1.00e+0","9.95e-1","4.91e-3"
"GOTERM_BP_DIRECT","positive regulation of miRNA catabolic process","0.12%","4","1683","9","19478","3.63e-2","1.00e+0","5.14","1.00e+0","9.95e-1","4.91e-3"
"GOTERM_BP_DIRECT","cAMP catabolic process","0.12%","4","1683","9","19478","3.63e-2","1.00e+0","5.14","1.00e+0","9.95e-1","4.91e-3"
"GOTERM_BP_DIRECT","transcription elongation-coupled chromatin remodeling","0.12%","4","1683","9","19478","3.63e-2","1.00e+0","5.14","1.00e+0","9.95e-1","4.91e-3"
"GOTERM_BP_DIRECT","polyamine biosynthetic process","0.12%","4","1683","9","19478","3.63e-2","1.00e+0","5.14","1.00e+0","9.95e-1","4.91e-3"
"GOTERM_BP_DIRECT","positive regulation of mitochondrial fission","0.18%","6","1683","22","19478","3.63e-2","1.00e+0","3.16","1.00e+0","9.95e-1","9.18e-3"
"GOTERM_BP_DIRECT","vesicle transport along microtubule","0.18%","6","1683","22","19478","3.63e-2","1.00e+0","3.16","1.00e+0","9.95e-1","9.18e-3"
"GOTERM_MF_DIRECT","clathrin binding","0.24%","8","1709","36","19253","3.64e-2","5.62e-1","2.50","1.00e+0","5.52e-1","1.21e-2"
"GOTERM_BP_DIRECT","positive regulation of epithelial cell migration","0.24%","8","1683","37","19478","3.67e-2","1.00e+0","2.50","1.00e+0","9.95e-1","1.22e-2"
"GOTERM_BP_DIRECT","positive regulation of peptidyl-serine phosphorylation","0.27%","9","1683","45","19478","3.69e-2","1.00e+0","2.31","1.00e+0","9.95e-1","1.35e-2"
"GOTERM_BP_DIRECT","phosphatidylinositol biosynthetic process","0.27%","9","1683","45","19478","3.69e-2","1.00e+0","2.31","1.00e+0","9.95e-1","1.35e-2"
"GOTERM_CC_DIRECT","bicellular tight junction","0.57%","19","1728","138","20795","3.71e-2","3.46e-1","1.66","1.00e+0","3.24e-1","2.00e-2"
"GOTERM_CC_DIRECT","euchromatin","0.33%","11","1728","64","20795","3.74e-2","3.46e-1","2.07","1.00e+0","3.24e-1","1.56e-2"
"GOTERM_MF_DIRECT","potassium channel regulator activity","0.30%","10","1709","52","19253","3.78e-2","5.78e-1","2.17","1.00e+0","5.68e-1","1.48e-2"
"GOTERM_CC_DIRECT","CCR4-NOT complex","0.15%","5","1728","16","20795","3.84e-2","3.46e-1","3.76","1.00e+0","3.24e-1","7.90e-3"
"GOTERM_CC_DIRECT","signal recognition particle, endoplasmic reticulum targeting","0.15%","5","1728","16","20795","3.84e-2","3.46e-1","3.76","1.00e+0","3.24e-1","7.90e-3"
"GOTERM_CC_DIRECT","organelle","0.15%","5","1728","16","20795","3.84e-2","3.46e-1","3.76","1.00e+0","3.24e-1","7.90e-3"
"GOTERM_BP_DIRECT","positive regulation of neuron differentiation","0.42%","14","1683","88","19478","3.85e-2","1.00e+0","1.84","1.00e+0","9.95e-1","1.84e-2"
"GOTERM_MF_DIRECT","poly(U) RNA binding","0.21%","7","1709","29","19253","3.90e-2","5.85e-1","2.72","1.00e+0","5.75e-1","1.17e-2"
"GOTERM_MF_DIRECT","cyclin-dependent protein serine/threonine kinase activity","0.21%","7","1709","29","19253","3.90e-2","5.85e-1","2.72","1.00e+0","5.75e-1","1.17e-2"
"GOTERM_CC_DIRECT","postsynapse","0.74%","25","1728","198","20795","3.93e-2","3.51e-1","1.52","1.00e+0","3.28e-1","2.35e-2"
"GOTERM_MF_DIRECT","protein serine/threonine kinase activator activity","0.36%","12","1709","69","19253","3.97e-2","5.91e-1","1.96","1.00e+0","5.80e-1","1.75e-2"
"GOTERM_BP_DIRECT","positive regulation of sodium:proton antiporter activity","0.09%","3","1683","4","19478","3.97e-2","1.00e+0","8.68","1.00e+0","9.95e-1","2.41e-3"
"GOTERM_BP_DIRECT","regulation of branching involved in mammary gland duct morphogenesis","0.09%","3","1683","4","19478","3.97e-2","1.00e+0","8.68","1.00e+0","9.95e-1","2.41e-3"
"GOTERM_BP_DIRECT","ribosomal subunit export from nucleus","0.09%","3","1683","4","19478","3.97e-2","1.00e+0","8.68","1.00e+0","9.95e-1","2.41e-3"
"GOTERM_BP_DIRECT","regulation of interleukin-12 production","0.09%","3","1683","4","19478","3.97e-2","1.00e+0","8.68","1.00e+0","9.95e-1","2.41e-3"
"GOTERM_BP_DIRECT","exosomal secretion","0.09%","3","1683","4","19478","3.97e-2","1.00e+0","8.68","1.00e+0","9.95e-1","2.41e-3"
"GOTERM_BP_DIRECT","clathrin coat disassembly","0.09%","3","1683","4","19478","3.97e-2","1.00e+0","8.68","1.00e+0","9.95e-1","2.41e-3"
"GOTERM_BP_DIRECT","protein sialylation","0.09%","3","1683","4","19478","3.97e-2","1.00e+0","8.68","1.00e+0","9.95e-1","2.41e-3"
"GOTERM_MF_DIRECT","3',5'-cyclic-AMP phosphodiesterase activity","0.18%","6","1709","22","19253","4.02e-2","5.93e-1","3.07","1.00e+0","5.82e-1","1.04e-2"
"GOTERM_BP_DIRECT","neuron development","0.30%","10","1683","54","19478","4.04e-2","1.00e+0","2.14","1.00e+0","9.95e-1","1.61e-2"
"GOTERM_BP_DIRECT","regulation of Rho protein signal transduction","0.21%","7","1683","30","19478","4.04e-2","1.00e+0","2.70","1.00e+0","9.95e-1","1.23e-2"
"GOTERM_BP_DIRECT","nucleus organization","0.21%","7","1683","30","19478","4.04e-2","1.00e+0","2.70","1.00e+0","9.95e-1","1.23e-2"
"GOTERM_BP_DIRECT","positive regulation of mRNA splicing, via spliceosome","0.21%","7","1683","30","19478","4.04e-2","1.00e+0","2.70","1.00e+0","9.95e-1","1.23e-2"
"GOTERM_CC_DIRECT","autophagosome","0.39%","13","1728","83","20795","4.10e-2","3.62e-1","1.88","1.00e+0","3.39e-1","1.90e-2"
"GOTERM_MF_DIRECT","heat shock protein binding","0.33%","11","1709","61","19253","4.11e-2","6.00e-1","2.03","1.00e+0","5.90e-1","1.74e-2"
"GOTERM_MF_DIRECT","histone H2AK119 ubiquitin ligase activity","0.09%","3","1709","4","19253","4.18e-2","6.00e-1","8.45","1.00e+0","5.90e-1","2.61e-3"
"GOTERM_MF_DIRECT","voltage-gated calcium channel activity involved in cardiac muscle cell action potential","0.09%","3","1709","4","19253","4.18e-2","6.00e-1","8.45","1.00e+0","5.90e-1","2.61e-3"
"GOTERM_MF_DIRECT","Hsp90 protein binding","0.27%","9","1709","45","19253","4.23e-2","6.03e-1","2.25","1.00e+0","5.92e-1","1.59e-2"
"GOTERM_BP_DIRECT","negative regulation of calcineurin-NFAT signaling cascade","0.15%","5","1683","16","19478","4.35e-2","1.00e+0","3.62","1.00e+0","9.95e-1","9.31e-3"
"GOTERM_BP_DIRECT","formation of cytoplasmic translation initiation complex","0.15%","5","1683","16","19478","4.35e-2","1.00e+0","3.62","1.00e+0","9.95e-1","9.31e-3"
"GOTERM_CC_DIRECT","bleb","0.12%","4","1728","10","20795","4.41e-2","3.71e-1","4.81","1.00e+0","3.48e-1","6.63e-3"
"GOTERM_CC_DIRECT","nuclear envelope lumen","0.12%","4","1728","10","20795","4.41e-2","3.71e-1","4.81","1.00e+0","3.48e-1","6.63e-3"
"GOTERM_CC_DIRECT","clathrin adaptor complex","0.12%","4","1728","10","20795","4.41e-2","3.71e-1","4.81","1.00e+0","3.48e-1","6.63e-3"
"GOTERM_CC_DIRECT","nuclear pore outer ring","0.12%","4","1728","10","20795","4.41e-2","3.71e-1","4.81","1.00e+0","3.48e-1","6.63e-3"
"GOTERM_CC_DIRECT","nuclear inner membrane","0.30%","10","1728","57","20795","4.42e-2","3.71e-1","2.11","1.00e+0","3.48e-1","1.80e-2"
"GOTERM_CC_DIRECT","recycling endosome","0.57%","19","1728","141","20795","4.44e-2","3.71e-1","1.62","1.00e+0","3.48e-1","2.45e-2"
"GOTERM_BP_DIRECT","positive regulation of canonical NF-kappaB signal transduction","0.86%","29","1683","232","19478","4.45e-2","1.00e+0","1.45","1.00e+0","9.95e-1","2.80e-2"
"GOTERM_MF_DIRECT","protein serine/threonine/tyrosine kinase activity","0.21%","7","1709","30","19253","4.52e-2","6.37e-1","2.63","1.00e+0","6.26e-1","1.41e-2"
"GOTERM_MF_DIRECT","actin filament binding","0.83%","28","1709","217","19253","4.59e-2","6.42e-1","1.45","1.00e+0","6.30e-1","2.87e-2"
"GOTERM_BP_DIRECT","protein monoubiquitination","0.27%","9","1683","47","19478","4.63e-2","1.00e+0","2.22","1.00e+0","9.95e-1","1.78e-2"
"GOTERM_CC_DIRECT","FAR/SIN/STRIPAK complex","0.15%","5","1728","17","20795","4.71e-2","3.87e-1","3.54","1.00e+0","3.62e-1","1.04e-2"
"GOTERM_CC_DIRECT","eukaryotic translation initiation factor 3 complex","0.15%","5","1728","17","20795","4.71e-2","3.87e-1","3.54","1.00e+0","3.62e-1","1.04e-2"
"GOTERM_BP_DIRECT","long-term memory","0.24%","8","1683","39","19478","4.72e-2","1.00e+0","2.37","1.00e+0","9.95e-1","1.67e-2"
"GOTERM_MF_DIRECT","ubiquitin-ubiquitin ligase activity","0.15%","5","1709","16","19253","4.73e-2","6.52e-1","3.52","1.00e+0","6.41e-1","1.04e-2"
"GOTERM_MF_DIRECT","rRNA binding","0.27%","9","1709","46","19253","4.74e-2","6.52e-1","2.20","1.00e+0","6.41e-1","1.82e-2"
"GOTERM_CC_DIRECT","cell-cell junction","0.71%","24","1728","192","20795","4.80e-2","3.91e-1","1.50","1.00e+0","3.66e-1","2.89e-2"
"GOTERM_BP_DIRECT","heart valve development","0.12%","4","1683","10","19478","4.86e-2","1.00e+0","4.63","1.00e+0","9.95e-1","7.62e-3"
"GOTERM_BP_DIRECT","regulation of microtubule-based process","0.12%","4","1683","10","19478","4.86e-2","1.00e+0","4.63","1.00e+0","9.95e-1","7.62e-3"
"GOTERM_CC_DIRECT","dendritic shaft","0.24%","8","1728","41","20795","5.00e-2","4.04e-1","2.35","1.00e+0","3.78e-1","1.80e-2"
"GOTERM_BP_DIRECT","membrane protein ectodomain proteolysis","0.18%","6","1683","24","19478","5.09e-2","1.00e+0","2.89","1.00e+0","9.95e-1","1.43e-2"
"GOTERM_BP_DIRECT","regulation of cytoskeleton organization","0.18%","6","1683","24","19478","5.09e-2","1.00e+0","2.89","1.00e+0","9.95e-1","1.43e-2"
"GOTERM_BP_DIRECT","negative regulation of hippo signaling","0.18%","6","1683","24","19478","5.09e-2","1.00e+0","2.89","1.00e+0","9.95e-1","1.43e-2"
"GOTERM_CC_DIRECT","endoplasmic reticulum quality control compartment","0.18%","6","1728","25","20795","5.16e-2","4.10e-1","2.89","1.00e+0","3.84e-1","1.46e-2"
"GOTERM_CC_DIRECT","U5 snRNP","0.18%","6","1728","25","20795","5.16e-2","4.10e-1","2.89","1.00e+0","3.84e-1","1.46e-2"
"GOTERM_BP_DIRECT","positive regulation of stem cell population maintenance","0.27%","9","1683","48","19478","5.16e-2","1.00e+0","2.17","1.00e+0","9.95e-1","2.02e-2"
"GOTERM_MF_DIRECT","promoter-specific chromatin binding","0.36%","12","1709","72","19253","5.17e-2","6.93e-1","1.88","1.00e+0","6.80e-1","2.40e-2"
"GOTERM_BP_DIRECT","axonogenesis","0.45%","15","1683","101","19478","5.18e-2","1.00e+0","1.72","1.00e+0","9.95e-1","2.66e-2"
"GOTERM_MF_DIRECT","deacetylase activity","0.12%","4","1709","10","19253","5.21e-2","6.93e-1","4.51","1.00e+0","6.80e-1","8.39e-3"
"GOTERM_MF_DIRECT","retromer complex binding","0.12%","4","1709","10","19253","5.21e-2","6.93e-1","4.51","1.00e+0","6.80e-1","8.39e-3"
"GOTERM_MF_DIRECT","profilin binding","0.12%","4","1709","10","19253","5.21e-2","6.93e-1","4.51","1.00e+0","6.80e-1","8.39e-3"
"GOTERM_CC_DIRECT","U2-type precatalytic spliceosome","0.27%","9","1728","50","20795","5.24e-2","4.13e-1","2.17","1.00e+0","3.87e-1","2.07e-2"
"GOTERM_MF_DIRECT","catalytic activity","0.39%","13","1709","81","19253","5.31e-2","7.00e-1","1.81","1.00e+0","6.88e-1","2.57e-2"
"GOTERM_BP_DIRECT","peptidyl-threonine phosphorylation","0.24%","8","1683","40","19478","5.31e-2","1.00e+0","2.31","1.00e+0","9.95e-1","1.93e-2"
"GOTERM_BP_DIRECT","anterograde synaptic vesicle transport","0.15%","5","1683","17","19478","5.31e-2","1.00e+0","3.40","1.00e+0","9.95e-1","1.23e-2"
"GOTERM_BP_DIRECT","oxidative phosphorylation","0.15%","5","1683","17","19478","5.31e-2","1.00e+0","3.40","1.00e+0","9.95e-1","1.23e-2"
"GOTERM_BP_DIRECT","attachment of spindle microtubules to kinetochore","0.15%","5","1683","17","19478","5.31e-2","1.00e+0","3.40","1.00e+0","9.95e-1","1.23e-2"
"GOTERM_BP_DIRECT","protein K6-linked ubiquitination","0.15%","5","1683","17","19478","5.31e-2","1.00e+0","3.40","1.00e+0","9.95e-1","1.23e-2"
"GOTERM_BP_DIRECT","neuron cellular homeostasis","0.21%","7","1683","32","19478","5.33e-2","1.00e+0","2.53","1.00e+0","9.95e-1","1.75e-2"
"GOTERM_BP_DIRECT","positive regulation of macroautophagy","0.21%","7","1683","32","19478","5.33e-2","1.00e+0","2.53","1.00e+0","9.95e-1","1.75e-2"
"GOTERM_BP_DIRECT","multivesicular body assembly","0.21%","7","1683","32","19478","5.33e-2","1.00e+0","2.53","1.00e+0","9.95e-1","1.75e-2"
"GOTERM_CC_DIRECT","brush border","0.30%","10","1728","59","20795","5.33e-2","4.17e-1","2.04","1.00e+0","3.90e-1","2.26e-2"
"GOTERM_CC_DIRECT","sarcolemma","0.45%","15","1728","106","20795","5.57e-2","4.20e-1","1.70","1.00e+0","3.94e-1","2.89e-2"
"GOTERM_CC_DIRECT","podosome","0.24%","8","1728","42","20795","5.59e-2","4.20e-1","2.29","1.00e+0","3.94e-1","2.07e-2"
"GOTERM_CC_DIRECT","histone deacetylase complex","0.24%","8","1728","42","20795","5.59e-2","4.20e-1","2.29","1.00e+0","3.94e-1","2.07e-2"
"GOTERM_MF_DIRECT","translation regulator activity","0.18%","6","1709","24","19253","5.60e-2","7.33e-1","2.82","1.00e+0","7.20e-1","1.62e-2"
"GOTERM_CC_DIRECT","NuRD complex","0.15%","5","1728","18","20795","5.67e-2","4.20e-1","3.34","1.00e+0","3.94e-1","1.35e-2"
"GOTERM_CC_DIRECT","eukaryotic 48S preinitiation complex","0.15%","5","1728","18","20795","5.67e-2","4.20e-1","3.34","1.00e+0","3.94e-1","1.35e-2"
"GOTERM_CC_DIRECT","NSL complex","0.12%","4","1728","11","20795","5.69e-2","4.20e-1","4.38","1.00e+0","3.94e-1","9.74e-3"
"GOTERM_CC_DIRECT","endoplasmic reticulum chaperone complex","0.12%","4","1728","11","20795","5.69e-2","4.20e-1","4.38","1.00e+0","3.94e-1","9.74e-3"
"GOTERM_CC_DIRECT","microtubule cytoskeleton","0.86%","29","1728","247","20795","5.73e-2","4.20e-1","1.41","1.00e+0","3.94e-1","3.70e-2"
"GOTERM_MF_DIRECT","calcium-dependent protein binding","0.39%","13","1709","82","19253","5.74e-2","7.45e-1","1.79","1.00e+0","7.32e-1","2.81e-2"
"GOTERM_CC_DIRECT","synaptic vesicle","0.51%","17","1728","126","20795","5.79e-2","4.21e-1","1.62","1.00e+0","3.94e-1","3.18e-2"
"GOTERM_MF_DIRECT","single-stranded DNA binding","0.48%","16","1709","109","19253","5.79e-2","7.46e-1","1.65","1.00e+0","7.32e-1","3.10e-2"
"GOTERM_BP_DIRECT","axon guidance","0.71%","24","1683","189","19478","5.91e-2","1.00e+0","1.47","1.00e+0","9.95e-1","3.64e-2"
"GOTERM_BP_DIRECT","U2-type prespliceosome assembly","0.18%","6","1683","25","19478","5.93e-2","1.00e+0","2.78","1.00e+0","9.95e-1","1.74e-2"
"GOTERM_BP_DIRECT","glycosphingolipid biosynthetic process","0.18%","6","1683","25","19478","5.93e-2","1.00e+0","2.78","1.00e+0","9.95e-1","1.74e-2"
"GOTERM_BP_DIRECT","early endosome to late endosome transport","0.18%","6","1683","25","19478","5.93e-2","1.00e+0","2.78","1.00e+0","9.95e-1","1.74e-2"
"GOTERM_BP_DIRECT","homeostasis of number of cells","0.18%","6","1683","25","19478","5.93e-2","1.00e+0","2.78","1.00e+0","9.95e-1","1.74e-2"
"GOTERM_MF_DIRECT","dioxygenase activity","0.21%","7","1709","32","19253","5.94e-2","7.59e-1","2.46","1.00e+0","7.45e-1","2.00e-2"
"GOTERM_BP_DIRECT","cellular response to oxidative stress","0.45%","15","1683","103","19478","5.94e-2","1.00e+0","1.69","1.00e+0","9.95e-1","3.11e-2"
"GOTERM_BP_DIRECT","cellular respiration","0.24%","8","1683","41","19478","5.95e-2","1.00e+0","2.26","1.00e+0","9.95e-1","2.23e-2"
"GOTERM_CC_DIRECT","cell-cell contact zone","0.18%","6","1728","26","20795","5.96e-2","4.31e-1","2.78","1.00e+0","4.04e-1","1.77e-2"
"GOTERM_BP_DIRECT","endoplasmic reticulum to Golgi vesicle-mediated transport","0.51%","17","1683","122","19478","6.05e-2","1.00e+0","1.61","1.00e+0","9.95e-1","3.34e-2"
"GOTERM_BP_DIRECT","platelet-derived growth factor receptor signaling pathway","0.21%","7","1683","33","19478","6.05e-2","1.00e+0","2.45","1.00e+0","9.95e-1","2.06e-2"
"GOTERM_CC_DIRECT","Z disc","0.54%","18","1728","137","20795","6.18e-2","4.42e-1","1.58","1.00e+0","4.14e-1","3.50e-2"
"GOTERM_CC_DIRECT","mitotic spindle","0.60%","20","1728","157","20795","6.21e-2","4.42e-1","1.53","1.00e+0","4.14e-1","3.64e-2"
"GOTERM_BP_DIRECT","positive regulation of amyloid fibril formation","0.09%","3","1683","5","19478","6.25e-2","1.00e+0","6.94","1.00e+0","9.95e-1","5.64e-3"
"GOTERM_BP_DIRECT","negative regulation of dendrite extension","0.09%","3","1683","5","19478","6.25e-2","1.00e+0","6.94","1.00e+0","9.95e-1","5.64e-3"
"GOTERM_BP_DIRECT","early endosome to recycling endosome transport","0.09%","3","1683","5","19478","6.25e-2","1.00e+0","6.94","1.00e+0","9.95e-1","5.64e-3"
"GOTERM_BP_DIRECT","positive regulation of retinoic acid receptor signaling pathway","0.09%","3","1683","5","19478","6.25e-2","1.00e+0","6.94","1.00e+0","9.95e-1","5.64e-3"
"GOTERM_BP_DIRECT","nuclear receptor-mediated glucocorticoid signaling pathway","0.09%","3","1683","5","19478","6.25e-2","1.00e+0","6.94","1.00e+0","9.95e-1","5.64e-3"
"GOTERM_BP_DIRECT","positive regulation of protein transport","0.09%","3","1683","5","19478","6.25e-2","1.00e+0","6.94","1.00e+0","9.95e-1","5.64e-3"
"GOTERM_BP_DIRECT","regulation of transforming growth factor beta2 production","0.09%","3","1683","5","19478","6.25e-2","1.00e+0","6.94","1.00e+0","9.95e-1","5.64e-3"
"GOTERM_BP_DIRECT","cotranslational protein targeting to membrane","0.12%","4","1683","11","19478","6.27e-2","1.00e+0","4.21","1.00e+0","9.95e-1","1.12e-2"
"GOTERM_BP_DIRECT","CRD-mediated mRNA stabilization","0.12%","4","1683","11","19478","6.27e-2","1.00e+0","4.21","1.00e+0","9.95e-1","1.12e-2"
"GOTERM_BP_DIRECT","protein folding in endoplasmic reticulum","0.12%","4","1683","11","19478","6.27e-2","1.00e+0","4.21","1.00e+0","9.95e-1","1.12e-2"
"GOTERM_BP_DIRECT","excitatory synapse assembly","0.12%","4","1683","11","19478","6.27e-2","1.00e+0","4.21","1.00e+0","9.95e-1","1.12e-2"
"GOTERM_BP_DIRECT","astral microtubule organization","0.12%","4","1683","11","19478","6.27e-2","1.00e+0","4.21","1.00e+0","9.95e-1","1.12e-2"
"GOTERM_BP_DIRECT","positive regulation of macromolecule biosynthetic process","0.12%","4","1683","11","19478","6.27e-2","1.00e+0","4.21","1.00e+0","9.95e-1","1.12e-2"
"GOTERM_BP_DIRECT","response to alkaloid","0.12%","4","1683","11","19478","6.27e-2","1.00e+0","4.21","1.00e+0","9.95e-1","1.12e-2"
"GOTERM_BP_DIRECT","N-glycan processing","0.15%","5","1683","18","19478","6.38e-2","1.00e+0","3.21","1.00e+0","9.95e-1","1.58e-2"
"GOTERM_MF_DIRECT","transcription coactivator binding","0.27%","9","1709","49","19253","6.50e-2","7.96e-1","2.07","1.00e+0","7.82e-1","2.68e-2"
"GOTERM_MF_DIRECT","myosin binding","0.18%","6","1709","25","19253","6.51e-2","7.96e-1","2.70","1.00e+0","7.82e-1","1.97e-2"
"GOTERM_BP_DIRECT","regulation of DNA repair","0.30%","10","1683","59","19478","6.52e-2","1.00e+0","1.96","1.00e+0","9.95e-1","2.86e-2"
"GOTERM_BP_DIRECT","positive regulation of autophagy","0.39%","13","1683","86","19478","6.55e-2","1.00e+0","1.75","1.00e+0","9.95e-1","3.29e-2"
"GOTERM_MF_DIRECT","neutral L-amino acid:sodium symporter activity","0.09%","3","1709","5","19253","6.56e-2","7.96e-1","6.76","1.00e+0","7.82e-1","6.09e-3"
"GOTERM_MF_DIRECT","ubiquitin-protein transferase regulator activity","0.09%","3","1709","5","19253","6.56e-2","7.96e-1","6.76","1.00e+0","7.82e-1","6.09e-3"
"GOTERM_MF_DIRECT","Rab geranylgeranyltransferase activity","0.09%","3","1709","5","19253","6.56e-2","7.96e-1","6.76","1.00e+0","7.82e-1","6.09e-3"
"GOTERM_MF_DIRECT","RS domain binding","0.09%","3","1709","5","19253","6.56e-2","7.96e-1","6.76","1.00e+0","7.82e-1","6.09e-3"
"GOTERM_CC_DIRECT","ruffle","0.42%","14","1728","99","20795","6.59e-2","4.66e-1","1.70","1.00e+0","4.36e-1","3.42e-2"
"GOTERM_BP_DIRECT","cellular response to transforming growth factor beta stimulus","0.33%","11","1683","68","19478","6.60e-2","1.00e+0","1.87","1.00e+0","9.95e-1","3.06e-2"
"GOTERM_MF_DIRECT","RNA helicase activity","0.36%","12","1709","75","19253","6.60e-2","7.96e-1","1.80","1.00e+0","7.82e-1","3.19e-2"
"GOTERM_BP_DIRECT","autophagy","0.63%","21","1683","162","19478","6.62e-2","1.00e+0","1.50","1.00e+0","9.95e-1","3.97e-2"
"GOTERM_MF_DIRECT","JUN kinase binding","0.12%","4","1709","11","19253","6.70e-2","7.96e-1","4.10","1.00e+0","7.82e-1","1.23e-2"
"GOTERM_MF_DIRECT","dystroglycan binding","0.12%","4","1709","11","19253","6.70e-2","7.96e-1","4.10","1.00e+0","7.82e-1","1.23e-2"
"GOTERM_CC_DIRECT","vacuolar membrane","0.15%","5","1728","19","20795","6.72e-2","4.68e-1","3.17","1.00e+0","4.38e-1","1.71e-2"
