"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_CC_DIRECT","basolateral plasma membrane","1.52%","34","2079","309","29722","1.02e-2","9.66e-2","1.57","1.00e+0","8.82e-2","6.03e-3"
"GOTERM_BP_DIRECT","vacuole organization","0.22%","5","2079","13","29712","1.02e-2","3.49e-1","5.50","1.00e+0","3.44e-1","1.33e-3"
"GOTERM_BP_DIRECT","motor neuron migration","0.22%","5","2079","13","29712","1.02e-2","3.49e-1","5.50","1.00e+0","3.44e-1","1.33e-3"
"GOTERM_CC_DIRECT","cell periphery","0.76%","17","2079","121","29722","1.02e-2","9.66e-2","2.01","1.00e+0","8.82e-2","4.54e-3"
"GOTERM_BP_DIRECT","negative regulation of neuron apoptotic process","1.12%","25","2079","207","29712","1.03e-2","3.50e-1","1.73","1.00e+0","3.45e-1","5.45e-3"
"GOTERM_BP_DIRECT","negative regulation of protein kinase activity","0.49%","11","2079","62","29712","1.04e-2","3.51e-1","2.54","1.00e+0","3.45e-1","3.54e-3"
"GOTERM_CC_DIRECT","filopodium tip","0.27%","6","2079","20","29722","1.06e-2","9.83e-2","4.29","1.00e+0","8.98e-2","1.92e-3"
"GOTERM_CC_DIRECT","axolemma","0.27%","6","2079","20","29722","1.06e-2","9.83e-2","4.29","1.00e+0","8.98e-2","1.92e-3"
"GOTERM_BP_DIRECT","telomere maintenance via telomerase","0.27%","6","2079","20","29712","1.06e-2","3.56e-1","4.29","1.00e+0","3.50e-1","1.92e-3"
"GOTERM_BP_DIRECT","positive regulation of DNA replication","0.36%","8","2079","36","29712","1.12e-2","3.71e-1","3.18","1.00e+0","3.65e-1","2.93e-3"
"GOTERM_BP_DIRECT","positive regulation of ERK1 and ERK2 cascade","1.20%","27","2079","231","29712","1.13e-2","3.71e-1","1.67","1.00e+0","3.65e-1","6.19e-3"
"GOTERM_CC_DIRECT","basal plasma membrane","0.58%","13","2079","82","29722","1.14e-2","1.04e-1","2.27","1.00e+0","9.46e-2","4.41e-3"
"GOTERM_MF_DIRECT","GTPase activating protein binding","0.27%","6","2060","20","28924","1.14e-2","1.77e-1","4.21","1.00e+0","1.67e-1","2.10e-3"
"GOTERM_CC_DIRECT","intracellular membraneless organelle","0.31%","7","2079","28","29722","1.15e-2","1.04e-1","3.57","1.00e+0","9.46e-2","2.60e-3"
"GOTERM_BP_DIRECT","positive regulation of intracellular protein transport","0.31%","7","2079","28","29712","1.15e-2","3.71e-1","3.57","1.00e+0","3.65e-1","2.60e-3"
"GOTERM_BP_DIRECT","phosphatidylinositol dephosphorylation","0.31%","7","2079","28","29712","1.15e-2","3.71e-1","3.57","1.00e+0","3.65e-1","2.60e-3"
"GOTERM_BP_DIRECT","clathrin-dependent endocytosis","0.31%","7","2079","28","29712","1.15e-2","3.71e-1","3.57","1.00e+0","3.65e-1","2.60e-3"
"GOTERM_BP_DIRECT","synaptic transmission, GABAergic","0.31%","7","2079","28","29712","1.15e-2","3.71e-1","3.57","1.00e+0","3.65e-1","2.60e-3"
"GOTERM_CC_DIRECT","microtubule organizing center","0.62%","14","2079","92","29722","1.15e-2","1.04e-1","2.18","1.00e+0","9.46e-2","4.67e-3"
"GOTERM_BP_DIRECT","activation of GTPase activity","0.40%","9","2079","45","29712","1.19e-2","3.80e-1","2.86","1.00e+0","3.74e-1","3.51e-3"
"GOTERM_BP_DIRECT","cellular senescence","0.45%","10","2079","54","29712","1.20e-2","3.80e-1","2.65","1.00e+0","3.74e-1","3.86e-3"
"GOTERM_BP_DIRECT","neuron migration","0.89%","20","2079","155","29712","1.21e-2","3.82e-1","1.84","1.00e+0","3.76e-1","5.91e-3"
"GOTERM_CC_DIRECT","endocytic vesicle","0.54%","12","2079","73","29722","1.22e-2","1.09e-1","2.35","1.00e+0","9.92e-2","4.52e-3"
"GOTERM_MF_DIRECT","protein serine/threonine kinase binding","0.31%","7","2060","28","28924","1.25e-2","1.91e-1","3.51","1.00e+0","1.81e-1","2.88e-3"
"GOTERM_MF_DIRECT","molecular adaptor activity","1.16%","26","2060","218","28924","1.26e-2","1.91e-1","1.67","1.00e+0","1.81e-1","6.87e-3"
"GOTERM_BP_DIRECT","regulation of G1/S transition of mitotic cell cycle","0.49%","11","2079","64","29712","1.29e-2","4.03e-1","2.46","1.00e+0","3.96e-1","4.55e-3"
"GOTERM_CC_DIRECT","microtubule cytoskeleton","1.20%","27","2079","234","29722","1.32e-2","1.16e-1","1.65","1.00e+0","1.06e-1","7.30e-3"
"GOTERM_BP_DIRECT","postsynapse organization","0.27%","6","2079","21","29712","1.32e-2","4.03e-1","4.08","1.00e+0","3.96e-1","2.53e-3"
"GOTERM_BP_DIRECT","negative regulation of cilium assembly","0.27%","6","2079","21","29712","1.32e-2","4.03e-1","4.08","1.00e+0","3.96e-1","2.53e-3"
"GOTERM_BP_DIRECT","centrosome localization","0.27%","6","2079","21","29712","1.32e-2","4.03e-1","4.08","1.00e+0","3.96e-1","2.53e-3"
"GOTERM_BP_DIRECT","establishment or maintenance of epithelial cell apical/basal polarity","0.27%","6","2079","21","29712","1.32e-2","4.03e-1","4.08","1.00e+0","3.96e-1","2.53e-3"
"GOTERM_MF_DIRECT","nuclear receptor activity","0.45%","10","2060","54","28924","1.33e-2","1.99e-1","2.60","1.00e+0","1.89e-1","4.37e-3"
"GOTERM_BP_DIRECT","intracellular protein transport","1.29%","29","2079","257","29712","1.34e-2","4.03e-1","1.61","1.00e+0","3.96e-1","7.60e-3"
"GOTERM_BP_DIRECT","regulation of fatty acid metabolic process","0.22%","5","2079","14","29712","1.35e-2","4.03e-1","5.10","1.00e+0","3.96e-1","1.96e-3"
"GOTERM_BP_DIRECT","positive regulation of potassium ion transport","0.22%","5","2079","14","29712","1.35e-2","4.03e-1","5.10","1.00e+0","3.96e-1","1.96e-3"
"GOTERM_BP_DIRECT","regulation of modification of postsynaptic actin cytoskeleton","0.22%","5","2079","14","29712","1.35e-2","4.03e-1","5.10","1.00e+0","3.96e-1","1.96e-3"
"GOTERM_BP_DIRECT","neural precursor cell proliferation","0.40%","9","2079","46","29712","1.35e-2","4.03e-1","2.80","1.00e+0","3.96e-1","4.10e-3"
"GOTERM_BP_DIRECT","negative regulation of intrinsic apoptotic signaling pathway","0.31%","7","2079","29","29712","1.37e-2","4.04e-1","3.45","1.00e+0","3.98e-1","3.23e-3"
"GOTERM_BP_DIRECT","response to interleukin-17","0.13%","3","2079","3","29712","1.40e-2","4.11e-1","14.29","1.00e+0","4.04e-1","3.42e-4"
"GOTERM_MF_DIRECT","microtubule plus-end binding","0.27%","6","2060","21","28924","1.42e-2","2.10e-1","4.01","1.00e+0","1.99e-1","2.77e-3"
"GOTERM_BP_DIRECT","regulation of alternative mRNA splicing, via spliceosome","0.49%","11","2079","65","29712","1.44e-2","4.20e-1","2.42","1.00e+0","4.13e-1","5.14e-3"
"GOTERM_CC_DIRECT","intracellular membrane-bounded organelle","3.97%","89","2079","997","29722","1.45e-2","1.26e-1","1.28","1.00e+0","1.15e-1","1.07e-2"
"GOTERM_CC_DIRECT","mitochondrion","6.78%","152","2079","1818","29722","1.46e-2","1.26e-1","1.20","1.00e+0","1.15e-1","1.26e-2"
"GOTERM_BP_DIRECT","anterograde axonal protein transport","0.18%","4","2079","8","29712","1.46e-2","4.23e-1","7.15","1.00e+0","4.16e-1","1.33e-3"
"GOTERM_BP_DIRECT","regulation of mitochondrial membrane permeability involved in apoptotic process","0.18%","4","2079","8","29712","1.46e-2","4.23e-1","7.15","1.00e+0","4.16e-1","1.33e-3"
"GOTERM_CC_DIRECT","Golgi cisterna membrane","0.54%","12","2079","75","29722","1.48e-2","1.27e-1","2.29","1.00e+0","1.16e-1","5.65e-3"
"GOTERM_BP_DIRECT","ephrin receptor signaling pathway","0.54%","12","2079","75","29712","1.49e-2","4.26e-1","2.29","1.00e+0","4.20e-1","5.67e-3"
"GOTERM_CC_DIRECT","sarcoplasmic reticulum membrane","0.36%","8","2079","38","29722","1.50e-2","1.27e-1","3.01","1.00e+0","1.16e-1","4.17e-3"
"GOTERM_BP_DIRECT","cell division","1.74%","39","2079","377","29712","1.51e-2","4.32e-1","1.48","1.00e+0","4.25e-1","9.61e-3"
"GOTERM_BP_DIRECT","phospholipid biosynthetic process","0.40%","9","2079","47","29712","1.54e-2","4.36e-1","2.74","1.00e+0","4.29e-1","4.76e-3"
"GOTERM_BP_DIRECT","negative regulation of telomere maintenance via telomerase","0.27%","6","2079","22","29712","1.61e-2","4.45e-1","3.90","1.00e+0","4.38e-1","3.28e-3"
"GOTERM_BP_DIRECT","regulation of synapse maturation","0.27%","6","2079","22","29712","1.61e-2","4.45e-1","3.90","1.00e+0","4.38e-1","3.28e-3"
"GOTERM_BP_DIRECT","phospholipid translocation","0.31%","7","2079","30","29712","1.61e-2","4.45e-1","3.33","1.00e+0","4.38e-1","3.96e-3"
"GOTERM_BP_DIRECT","regulation of neuron migration","0.31%","7","2079","30","29712","1.61e-2","4.45e-1","3.33","1.00e+0","4.38e-1","3.96e-3"
"GOTERM_BP_DIRECT","positive regulation of synaptic transmission","0.31%","7","2079","30","29712","1.61e-2","4.45e-1","3.33","1.00e+0","4.38e-1","3.96e-3"
"GOTERM_BP_DIRECT","G1/S transition of mitotic cell cycle","0.54%","12","2079","76","29712","1.63e-2","4.48e-1","2.26","1.00e+0","4.40e-1","6.31e-3"
"GOTERM_CC_DIRECT","actin cytoskeleton","1.34%","30","2079","274","29722","1.71e-2","1.44e-1","1.57","1.00e+0","1.31e-1","1.01e-2"
"GOTERM_BP_DIRECT","positive regulation of synaptic transmission, glutamatergic","0.36%","8","2079","39","29712","1.73e-2","4.57e-1","2.93","1.00e+0","4.50e-1","4.94e-3"
"GOTERM_BP_DIRECT","chaperone-mediated protein folding","0.36%","8","2079","39","29712","1.73e-2","4.57e-1","2.93","1.00e+0","4.50e-1","4.94e-3"
"GOTERM_BP_DIRECT","DNA damage response, signal transduction by p53 class mediator","0.36%","8","2079","39","29712","1.73e-2","4.57e-1","2.93","1.00e+0","4.50e-1","4.94e-3"
"GOTERM_BP_DIRECT","neuron cellular homeostasis","0.36%","8","2079","39","29712","1.73e-2","4.57e-1","2.93","1.00e+0","4.50e-1","4.94e-3"
"GOTERM_MF_DIRECT","3',5'-cyclic-GMP phosphodiesterase activity","0.27%","6","2060","22","28924","1.73e-2","2.49e-1","3.83","1.00e+0","2.36e-1","3.58e-3"
"GOTERM_MF_DIRECT","3',5'-cyclic-AMP phosphodiesterase activity","0.27%","6","2060","22","28924","1.73e-2","2.49e-1","3.83","1.00e+0","2.36e-1","3.58e-3"
"GOTERM_MF_DIRECT","protein-disulfide reductase activity","0.27%","6","2060","22","28924","1.73e-2","2.49e-1","3.83","1.00e+0","2.36e-1","3.58e-3"
"GOTERM_CC_DIRECT","autolysosome","0.22%","5","2079","15","29722","1.74e-2","1.45e-1","4.77","1.00e+0","1.32e-1","2.76e-3"
"GOTERM_BP_DIRECT","signal peptide processing","0.22%","5","2079","15","29712","1.75e-2","4.57e-1","4.76","1.00e+0","4.50e-1","2.77e-3"
"GOTERM_BP_DIRECT","membraneless organelle assembly","0.22%","5","2079","15","29712","1.75e-2","4.57e-1","4.76","1.00e+0","4.50e-1","2.77e-3"
"GOTERM_BP_DIRECT","positive regulation of protein localization","0.22%","5","2079","15","29712","1.75e-2","4.57e-1","4.76","1.00e+0","4.50e-1","2.77e-3"
"GOTERM_BP_DIRECT","positive regulation of exosomal secretion","0.22%","5","2079","15","29712","1.75e-2","4.57e-1","4.76","1.00e+0","4.50e-1","2.77e-3"
"GOTERM_MF_DIRECT","ATP-dependent protein folding chaperone","0.31%","7","2060","30","28924","1.75e-2","2.49e-1","3.28","1.00e+0","2.36e-1","4.37e-3"
"GOTERM_BP_DIRECT","positive regulation of angiogenesis","0.89%","20","2079","161","29712","1.76e-2","4.57e-1","1.78","1.00e+0","4.50e-1","8.93e-3"
"GOTERM_BP_DIRECT","positive regulation of protein kinase activity","0.49%","11","2079","67","29712","1.76e-2","4.57e-1","2.35","1.00e+0","4.50e-1","6.50e-3"
"GOTERM_BP_DIRECT","positive regulation of JNK cascade","0.71%","16","2079","118","29712","1.77e-2","4.59e-1","1.94","1.00e+0","4.52e-1","8.16e-3"
"GOTERM_BP_DIRECT","positive regulation of translation","0.58%","13","2079","87","29712","1.78e-2","4.59e-1","2.14","1.00e+0","4.52e-1","7.34e-3"
"GOTERM_BP_DIRECT","neuron apoptotic process","0.76%","17","2079","129","29712","1.82e-2","4.63e-1","1.88","1.00e+0","4.55e-1","8.64e-3"
"GOTERM_MF_DIRECT","p53 binding","0.54%","12","2060","76","28924","1.84e-2","2.59e-1","2.22","1.00e+0","2.45e-1","7.23e-3"
"GOTERM_MF_DIRECT","protein-macromolecule adaptor activity","1.07%","24","2060","203","28924","1.85e-2","2.59e-1","1.66","1.00e+0","2.45e-1","1.01e-2"
"GOTERM_BP_DIRECT","embryo development","0.45%","10","2079","58","29712","1.87e-2","4.63e-1","2.46","1.00e+0","4.55e-1","6.53e-3"
"GOTERM_BP_DIRECT","negative regulation of apoptotic process","2.77%","62","2079","666","29712","1.88e-2","4.63e-1","1.33","1.00e+0","4.55e-1","1.34e-2"
"GOTERM_BP_DIRECT","regulation of protein localization to plasma membrane","0.31%","7","2079","31","29712","1.88e-2","4.63e-1","3.23","1.00e+0","4.55e-1","4.81e-3"
"GOTERM_BP_DIRECT","lung morphogenesis","0.31%","7","2079","31","29712","1.88e-2","4.63e-1","3.23","1.00e+0","4.55e-1","4.81e-3"
"GOTERM_BP_DIRECT","regulation of Rho protein signal transduction","0.31%","7","2079","31","29712","1.88e-2","4.63e-1","3.23","1.00e+0","4.55e-1","4.81e-3"
"GOTERM_BP_DIRECT","focal adhesion assembly","0.31%","7","2079","31","29712","1.88e-2","4.63e-1","3.23","1.00e+0","4.55e-1","4.81e-3"
"GOTERM_CC_DIRECT","hippocampal mossy fiber to CA3 synapse","0.49%","11","2079","68","29722","1.93e-2","1.59e-1","2.31","1.00e+0","1.45e-1","7.26e-3"
"GOTERM_BP_DIRECT","regulation of transcription by RNA polymerase II","5.89%","132","2079","1569","29712","1.93e-2","4.63e-1","1.20","1.00e+0","4.55e-1","1.56e-2"
"GOTERM_BP_DIRECT","response to ischemia","0.49%","11","2079","68","29712","1.93e-2","4.63e-1","2.31","1.00e+0","4.55e-1","7.27e-3"
"GOTERM_BP_DIRECT","neuromuscular process controlling balance","0.49%","11","2079","68","29712","1.93e-2","4.63e-1","2.31","1.00e+0","4.55e-1","7.27e-3"
"GOTERM_BP_DIRECT","positive regulation of neuron migration","0.27%","6","2079","23","29712","1.94e-2","4.63e-1","3.73","1.00e+0","4.55e-1","4.17e-3"
"GOTERM_BP_DIRECT","regulation of dendrite development","0.27%","6","2079","23","29712","1.94e-2","4.63e-1","3.73","1.00e+0","4.55e-1","4.17e-3"
"GOTERM_BP_DIRECT","locomotory exploration behavior","0.27%","6","2079","23","29712","1.94e-2","4.63e-1","3.73","1.00e+0","4.55e-1","4.17e-3"
"GOTERM_BP_DIRECT","regulation of DNA-binding transcription factor activity","0.27%","6","2079","23","29712","1.94e-2","4.63e-1","3.73","1.00e+0","4.55e-1","4.17e-3"
"GOTERM_BP_DIRECT","positive regulation of dendrite development","0.27%","6","2079","23","29712","1.94e-2","4.63e-1","3.73","1.00e+0","4.55e-1","4.17e-3"
"GOTERM_BP_DIRECT","positive regulation of telomere maintenance via telomerase","0.36%","8","2079","40","29712","1.97e-2","4.63e-1","2.86","1.00e+0","4.55e-1","5.80e-3"
"GOTERM_BP_DIRECT","positive regulation of mitotic cell cycle","0.36%","8","2079","40","29712","1.97e-2","4.63e-1","2.86","1.00e+0","4.55e-1","5.80e-3"
"GOTERM_BP_DIRECT","negative regulation of cardiac muscle cell apoptotic process","0.36%","8","2079","40","29712","1.97e-2","4.63e-1","2.86","1.00e+0","4.55e-1","5.80e-3"
"GOTERM_BP_DIRECT","smoothened signaling pathway","0.67%","15","2079","109","29712","1.98e-2","4.63e-1","1.97","1.00e+0","4.55e-1","8.95e-3"
"GOTERM_BP_DIRECT","positive regulation of GTPase activity","0.67%","15","2079","109","29712","1.98e-2","4.63e-1","1.97","1.00e+0","4.55e-1","8.95e-3"
"GOTERM_BP_DIRECT","regulation of protein stability","0.71%","16","2079","120","29712","2.04e-2","4.74e-1","1.91","1.00e+0","4.67e-1","9.54e-3"
"GOTERM_MF_DIRECT","sequence-specific DNA binding","2.14%","48","2060","486","28924","2.04e-2","2.83e-1","1.39","1.00e+0","2.69e-1","1.37e-2"
"GOTERM_CC_DIRECT","recycling endosome membrane","0.62%","14","2079","99","29722","2.04e-2","1.67e-1","2.02","1.00e+0","1.52e-1","8.94e-3"
"GOTERM_BP_DIRECT","regulation of early endosome to late endosome transport","0.18%","4","2079","9","29712","2.08e-2","4.79e-1","6.35","1.00e+0","4.71e-1","2.26e-3"
"GOTERM_BP_DIRECT","growth hormone receptor signaling pathway via JAK-STAT","0.18%","4","2079","9","29712","2.08e-2","4.79e-1","6.35","1.00e+0","4.71e-1","2.26e-3"
"GOTERM_BP_DIRECT","tube formation","0.18%","4","2079","9","29712","2.08e-2","4.79e-1","6.35","1.00e+0","4.71e-1","2.26e-3"
"GOTERM_CC_DIRECT","mitotic spindle","0.80%","18","2079","142","29722","2.09e-2","1.69e-1","1.81","1.00e+0","1.54e-1","1.04e-2"
"GOTERM_MF_DIRECT","transcription coregulator binding","0.40%","9","2060","49","28924","2.14e-2","2.95e-1","2.58","1.00e+0","2.79e-1","7.09e-3"
"GOTERM_CC_DIRECT","phagophore assembly site","0.31%","7","2079","32","29722","2.18e-2","1.74e-1","3.13","1.00e+0","1.58e-1","5.78e-3"
"GOTERM_CC_DIRECT","synaptic cleft","0.31%","7","2079","32","29722","2.18e-2","1.74e-1","3.13","1.00e+0","1.58e-1","5.78e-3"
"GOTERM_BP_DIRECT","regulation of endocytosis","0.31%","7","2079","32","29712","2.18e-2","4.90e-1","3.13","1.00e+0","4.82e-1","5.79e-3"
"GOTERM_MF_DIRECT","ceramide binding","0.18%","4","2060","9","28924","2.19e-2","2.98e-1","6.24","1.00e+0","2.83e-1","2.42e-3"
"GOTERM_BP_DIRECT","mitochondrial calcium ion transmembrane transport","0.22%","5","2079","16","29712","2.20e-2","4.90e-1","4.47","1.00e+0","4.82e-1","3.80e-3"
"GOTERM_BP_DIRECT","layer formation in cerebral cortex","0.22%","5","2079","16","29712","2.20e-2","4.90e-1","4.47","1.00e+0","4.82e-1","3.80e-3"
"GOTERM_BP_DIRECT","positive regulation of cyclin-dependent protein serine/threonine kinase activity","0.22%","5","2079","16","29712","2.20e-2","4.90e-1","4.47","1.00e+0","4.82e-1","3.80e-3"
"GOTERM_BP_DIRECT","cerebral cortex radially oriented cell migration","0.22%","5","2079","16","29712","2.20e-2","4.90e-1","4.47","1.00e+0","4.82e-1","3.80e-3"
"GOTERM_BP_DIRECT","muscle structure development","0.22%","5","2079","16","29712","2.20e-2","4.90e-1","4.47","1.00e+0","4.82e-1","3.80e-3"
"GOTERM_BP_DIRECT","cerebral cortex development","0.62%","14","2079","100","29712","2.21e-2","4.90e-1","2.00","1.00e+0","4.82e-1","9.78e-3"
"GOTERM_BP_DIRECT","negative regulation of cell growth","0.76%","17","2079","132","29712","2.21e-2","4.90e-1","1.84","1.00e+0","4.82e-1","1.08e-2"
"GOTERM_CC_DIRECT","bicellular tight junction","0.85%","19","2079","154","29722","2.22e-2","1.75e-1","1.76","1.00e+0","1.60e-1","1.13e-2"
"GOTERM_CC_DIRECT","filopodium","0.58%","13","2079","90","29722","2.27e-2","1.77e-1","2.07","1.00e+0","1.62e-1","9.69e-3"
"GOTERM_MF_DIRECT","DNA-binding transcription factor activity","2.50%","56","2060","585","28924","2.27e-2","3.07e-1","1.34","1.00e+0","2.91e-1","1.53e-2"
"GOTERM_CC_DIRECT","perinuclear endoplasmic reticulum","0.27%","6","2079","24","29722","2.31e-2","1.78e-1","3.57","1.00e+0","1.62e-1","5.23e-3"
"GOTERM_CC_DIRECT","autophagosome","0.54%","12","2079","80","29722","2.31e-2","1.78e-1","2.14","1.00e+0","1.62e-1","9.46e-3"
"GOTERM_BP_DIRECT","postsynaptic actin cytoskeleton organization","0.27%","6","2079","24","29712","2.31e-2","5.08e-1","3.57","1.00e+0","5.00e-1","5.24e-3"
"GOTERM_BP_DIRECT","retinoic acid receptor signaling pathway","0.27%","6","2079","24","29712","2.31e-2","5.08e-1","3.57","1.00e+0","5.00e-1","5.24e-3"
"GOTERM_BP_DIRECT","Ras protein signal transduction","0.49%","11","2079","70","29712","2.33e-2","5.09e-1","2.25","1.00e+0","5.01e-1","9.04e-3"
"GOTERM_MF_DIRECT","3',5'-cyclic-nucleotide phosphodiesterase activity","0.22%","5","2060","16","28924","2.33e-2","3.10e-1","4.39","1.00e+0","2.94e-1","4.10e-3"
"GOTERM_MF_DIRECT","phosphatidylinositol-3-phosphate phosphatase activity","0.22%","5","2060","16","28924","2.33e-2","3.10e-1","4.39","1.00e+0","2.94e-1","4.10e-3"
"GOTERM_BP_DIRECT","embryonic organ development","0.40%","9","2079","51","29712","2.43e-2","5.27e-1","2.52","1.00e+0","5.19e-1","8.27e-3"
"GOTERM_BP_DIRECT","substrate adhesion-dependent cell spreading","0.40%","9","2079","51","29712","2.43e-2","5.27e-1","2.52","1.00e+0","5.19e-1","8.27e-3"
"GOTERM_MF_DIRECT","membrane scission GTPase motor activity","0.36%","8","2060","41","28924","2.44e-2","3.21e-1","2.74","1.00e+0","3.04e-1","7.51e-3"
"GOTERM_BP_DIRECT","calcium ion transport","0.67%","15","2079","112","29712","2.45e-2","5.28e-1","1.91","1.00e+0","5.20e-1","1.14e-2"
"GOTERM_MF_DIRECT","nuclear retinoic acid receptor binding","0.27%","6","2060","24","28924","2.48e-2","3.21e-1","3.51","1.00e+0","3.04e-1","5.71e-3"
"GOTERM_MF_DIRECT","nitric-oxide synthase binding","0.27%","6","2060","24","28924","2.48e-2","3.21e-1","3.51","1.00e+0","3.04e-1","5.71e-3"
"GOTERM_BP_DIRECT","positive regulation of dendritic spine morphogenesis","0.31%","7","2079","33","29712","2.52e-2","5.41e-1","3.03","1.00e+0","5.32e-1","6.92e-3"
"GOTERM_CC_DIRECT","anchoring junction","0.49%","11","2079","71","29722","2.54e-2","1.94e-1","2.21","1.00e+0","1.77e-1","1.00e-2"
"GOTERM_MF_DIRECT","DNA clamp loader activity","0.85%","19","2060","154","28924","2.60e-2","3.34e-1","1.73","1.00e+0","3.16e-1","1.35e-2"
"GOTERM_CC_DIRECT","late endosome membrane","0.80%","18","2079","146","29722","2.66e-2","2.01e-1","1.76","1.00e+0","1.83e-1","1.36e-2"
"GOTERM_BP_DIRECT","regulation of retrograde transport, endosome to Golgi","0.13%","3","2079","4","29712","2.67e-2","5.55e-1","10.72","1.00e+0","5.47e-1","1.30e-3"
"GOTERM_BP_DIRECT","regulation of actin filament length","0.13%","3","2079","4","29712","2.67e-2","5.55e-1","10.72","1.00e+0","5.47e-1","1.30e-3"
"GOTERM_BP_DIRECT","regulation of Golgi inheritance","0.13%","3","2079","4","29712","2.67e-2","5.55e-1","10.72","1.00e+0","5.47e-1","1.30e-3"
"GOTERM_BP_DIRECT","Ral protein signal transduction","0.13%","3","2079","4","29712","2.67e-2","5.55e-1","10.72","1.00e+0","5.47e-1","1.30e-3"
"GOTERM_BP_DIRECT","pinocytosis","0.13%","3","2079","4","29712","2.67e-2","5.55e-1","10.72","1.00e+0","5.47e-1","1.30e-3"
"GOTERM_MF_DIRECT","DNA-binding transcription factor binding","1.03%","23","2060","199","28924","2.67e-2","3.40e-1","1.62","1.00e+0","3.22e-1","1.50e-2"
"GOTERM_MF_DIRECT","ATPase binding","0.62%","14","2060","101","28924","2.70e-2","3.41e-1","1.95","1.00e+0","3.23e-1","1.23e-2"
"GOTERM_CC_DIRECT","immunological synapse","0.40%","9","2079","52","29722","2.70e-2","2.01e-1","2.47","1.00e+0","1.83e-1","9.38e-3"
"GOTERM_BP_DIRECT","cellular response to epidermal growth factor stimulus","0.40%","9","2079","52","29712","2.70e-2","5.55e-1","2.47","1.00e+0","5.47e-1","9.40e-3"
"GOTERM_CC_DIRECT","SWI/SNF superfamily-type complex","0.22%","5","2079","17","29722","2.72e-2","2.01e-1","4.20","1.00e+0","1.83e-1","5.06e-3"
"GOTERM_BP_DIRECT","regulation of microtubule polymerization or depolymerization","0.22%","5","2079","17","29712","2.72e-2","5.55e-1","4.20","1.00e+0","5.47e-1","5.07e-3"
"GOTERM_BP_DIRECT","regulation of protein complex stability","0.22%","5","2079","17","29712","2.72e-2","5.55e-1","4.20","1.00e+0","5.47e-1","5.07e-3"
"GOTERM_CC_DIRECT","collagen trimer","0.54%","12","2079","82","29722","2.72e-2","2.01e-1","2.09","1.00e+0","1.83e-1","1.15e-2"
"GOTERM_BP_DIRECT","cell migration involved in sprouting angiogenesis","0.27%","6","2079","25","29712","2.73e-2","5.55e-1","3.43","1.00e+0","5.47e-1","6.49e-3"
"GOTERM_BP_DIRECT","positive regulation of protein localization to cell surface","0.27%","6","2079","25","29712","2.73e-2","5.55e-1","3.43","1.00e+0","5.47e-1","6.49e-3"
"GOTERM_BP_DIRECT","negative regulation of neuron differentiation","0.54%","12","2079","82","29712","2.73e-2","5.55e-1","2.09","1.00e+0","5.47e-1","1.15e-2"
"GOTERM_BP_DIRECT","DNA replication","0.62%","14","2079","103","29712","2.74e-2","5.55e-1","1.94","1.00e+0","5.47e-1","1.25e-2"
"GOTERM_MF_DIRECT","extracellular matrix structural constituent","0.58%","13","2060","91","28924","2.77e-2","3.46e-1","2.01","1.00e+0","3.28e-1","1.22e-2"
"GOTERM_CC_DIRECT","paraspeckles","0.18%","4","2079","10","29722","2.82e-2","2.05e-1","5.72","1.00e+0","1.87e-1","3.56e-3"
"GOTERM_CC_DIRECT","eukaryotic translation initiation factor 4F complex","0.18%","4","2079","10","29722","2.82e-2","2.05e-1","5.72","1.00e+0","1.87e-1","3.56e-3"
"GOTERM_BP_DIRECT","heparin proteoglycan biosynthetic process","0.18%","4","2079","10","29712","2.83e-2","5.55e-1","5.72","1.00e+0","5.47e-1","3.56e-3"
"GOTERM_BP_DIRECT","interleukin-15-mediated signaling pathway","0.18%","4","2079","10","29712","2.83e-2","5.55e-1","5.72","1.00e+0","5.47e-1","3.56e-3"
"GOTERM_BP_DIRECT","regulation of stress-activated MAPK cascade","0.18%","4","2079","10","29712","2.83e-2","5.55e-1","5.72","1.00e+0","5.47e-1","3.56e-3"
"GOTERM_BP_DIRECT","pyramidal neuron development","0.18%","4","2079","10","29712","2.83e-2","5.55e-1","5.72","1.00e+0","5.47e-1","3.56e-3"
"GOTERM_BP_DIRECT","positive regulation of synapse maturation","0.18%","4","2079","10","29712","2.83e-2","5.55e-1","5.72","1.00e+0","5.47e-1","3.56e-3"
"GOTERM_BP_DIRECT","postsynaptic density assembly","0.18%","4","2079","10","29712","2.83e-2","5.55e-1","5.72","1.00e+0","5.47e-1","3.56e-3"
"GOTERM_BP_DIRECT","ventral spinal cord development","0.18%","4","2079","10","29712","2.83e-2","5.55e-1","5.72","1.00e+0","5.47e-1","3.56e-3"
"GOTERM_BP_DIRECT","postsynaptic neurotransmitter receptor diffusion trapping","0.18%","4","2079","10","29712","2.83e-2","5.55e-1","5.72","1.00e+0","5.47e-1","3.56e-3"
"GOTERM_BP_DIRECT","endochondral bone morphogenesis","0.18%","4","2079","10","29712","2.83e-2","5.55e-1","5.72","1.00e+0","5.47e-1","3.56e-3"
