"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","forebrain development","0.60%","21","3218","98","29712","3.83e-3","1.64e-1","1.98","1.00e+0","1.61e-1","1.66e-3"
"GOTERM_MF_DIRECT","membrane scission GTPase motor activity","0.34%","12","3181","41","28924","3.84e-3","7.10e-2","2.66","9.99e-1","6.76e-2","1.14e-3"
"GOTERM_MF_DIRECT","protein tyrosine phosphatase activity","0.49%","17","3181","71","28924","3.86e-3","7.10e-2","2.18","9.99e-1","6.76e-2","1.48e-3"
"GOTERM_CC_DIRECT","ribosome","0.97%","34","3218","189","29722","3.90e-3","4.55e-2","1.66","9.86e-1","4.15e-2","2.09e-3"
"GOTERM_BP_DIRECT","regulation of multicellular organism growth","0.31%","11","3218","36","29712","3.92e-3","1.67e-1","2.82","1.00e+0","1.64e-1","1.08e-3"
"GOTERM_BP_DIRECT","translation","1.14%","40","3218","233","29712","3.93e-3","1.67e-1","1.59","1.00e+0","1.64e-1","2.24e-3"
"GOTERM_MF_DIRECT","phosphatidic acid binding","0.26%","9","3181","25","28924","4.09e-3","7.44e-2","3.27","1.00e+0","7.09e-2","9.16e-4"
"GOTERM_CC_DIRECT","kinetochore","0.86%","30","3218","161","29722","4.15e-3","4.80e-2","1.72","9.89e-1","4.38e-2","2.14e-3"
"GOTERM_BP_DIRECT","cAMP-mediated signaling","0.34%","12","3218","42","29712","4.18e-3","1.76e-1","2.64","1.00e+0","1.73e-1","1.26e-3"
"GOTERM_BP_DIRECT","protein glycosylation","0.77%","27","3218","140","29712","4.25e-3","1.77e-1","1.78","1.00e+0","1.74e-1","2.10e-3"
"GOTERM_CC_DIRECT","excitatory synapse","0.37%","13","3218","48","29722","4.27e-3","4.88e-2","2.50","9.90e-1","4.45e-2","1.38e-3"
"GOTERM_BP_DIRECT","negative regulation of extrinsic apoptotic signaling pathway","0.37%","13","3218","48","29712","4.28e-3","1.78e-1","2.50","1.00e+0","1.74e-1","1.38e-3"
"GOTERM_BP_DIRECT","cell differentiation","2.72%","95","3218","665","29712","4.36e-3","1.80e-1","1.32","1.00e+0","1.76e-1","3.11e-3"
"GOTERM_BP_DIRECT","regulation of protein localization to plasma membrane","0.29%","10","3218","31","29712","4.43e-3","1.81e-1","2.98","1.00e+0","1.77e-1","1.14e-3"
"GOTERM_BP_DIRECT","social behavior","0.49%","17","3218","73","29712","4.44e-3","1.81e-1","2.15","1.00e+0","1.77e-1","1.73e-3"
"GOTERM_BP_DIRECT","regulation of translation","0.66%","23","3218","113","29712","4.56e-3","1.84e-1","1.88","1.00e+0","1.81e-1","2.10e-3"
"GOTERM_CC_DIRECT","endoplasmic reticulum-Golgi intermediate compartment","0.57%","20","3218","93","29722","4.67e-3","5.28e-2","1.99","9.94e-1","4.82e-2","2.01e-3"
"GOTERM_MF_DIRECT","integrin binding","0.86%","30","3181","160","28924","4.72e-3","8.51e-2","1.70","1.00e+0","8.11e-2","2.45e-3"
"GOTERM_MF_DIRECT","protein-macromolecule adaptor activity","1.03%","36","3181","203","28924","4.77e-3","8.52e-2","1.61","1.00e+0","8.12e-2","2.65e-3"
"GOTERM_CC_DIRECT","melanosome","0.60%","21","3218","100","29722","4.84e-3","5.37e-2","1.94","9.95e-1","4.90e-2","2.15e-3"
"GOTERM_CC_DIRECT","ubiquitin ligase complex","0.60%","21","3218","100","29722","4.84e-3","5.37e-2","1.94","9.95e-1","4.90e-2","2.15e-3"
"GOTERM_BP_DIRECT","regulation of apoptotic process","1.09%","38","3218","221","29712","4.86e-3","1.95e-1","1.59","1.00e+0","1.92e-1","2.76e-3"
"GOTERM_MF_DIRECT","phosphatidylinositol phosphate phosphatase activity","0.11%","4","3181","4","28924","4.87e-3","8.62e-2","9.09","1.00e+0","8.21e-2","1.46e-4"
"GOTERM_BP_DIRECT","protein localization to lysosome","0.20%","7","3218","16","29712","4.91e-3","1.96e-1","4.04","1.00e+0","1.92e-1","8.18e-4"
"GOTERM_CC_DIRECT","chromosome, centromeric region","0.49%","17","3218","74","29722","5.09e-3","5.57e-2","2.12","9.96e-1","5.08e-2","2.02e-3"
"GOTERM_BP_DIRECT","centrosome localization","0.23%","8","3218","21","29712","5.10e-3","1.99e-1","3.52","1.00e+0","1.96e-1","1.04e-3"
"GOTERM_BP_DIRECT","neuron development","0.49%","17","3218","74","29712","5.11e-3","1.99e-1","2.12","1.00e+0","1.96e-1","2.03e-3"
"GOTERM_BP_DIRECT","associative learning","0.37%","13","3218","49","29712","5.12e-3","1.99e-1","2.45","1.00e+0","1.96e-1","1.69e-3"
"GOTERM_CC_DIRECT","cell periphery","0.69%","24","3218","121","29722","5.12e-3","5.57e-2","1.83","9.96e-1","5.08e-2","2.44e-3"
"GOTERM_BP_DIRECT","positive regulation of neuron projection development","0.94%","33","3218","185","29712","5.14e-3","1.99e-1","1.65","1.00e+0","1.96e-1","2.79e-3"
"GOTERM_BP_DIRECT","regulation of cell shape","0.77%","27","3218","142","29712","5.16e-3","1.99e-1","1.76","1.00e+0","1.96e-1","2.59e-3"
"GOTERM_MF_DIRECT","phosphatidylinositol-3-phosphate phosphatase activity","0.20%","7","3181","16","28924","5.30e-3","9.28e-2","3.98","1.00e+0","8.85e-2","8.98e-4"
"GOTERM_BP_DIRECT","cell migration","1.43%","50","3218","313","29712","5.35e-3","2.06e-1","1.47","1.00e+0","2.02e-1","3.32e-3"
"GOTERM_BP_DIRECT","proteasome-mediated ubiquitin-dependent protein catabolic process","1.51%","53","3218","337","29712","5.64e-3","2.15e-1","1.45","1.00e+0","2.12e-1","3.57e-3"
"GOTERM_CC_DIRECT","sarcoplasmic reticulum","0.43%","15","3218","62","29722","5.69e-3","6.12e-2","2.23","9.98e-1","5.58e-2","2.11e-3"
"GOTERM_BP_DIRECT","neuron apoptotic process","0.71%","25","3218","129","29712","5.72e-3","2.17e-1","1.79","1.00e+0","2.13e-1","2.80e-3"
"GOTERM_CC_DIRECT","Golgi cisterna membrane","0.49%","17","3218","75","29722","5.84e-3","6.22e-2","2.09","9.98e-1","5.67e-2","2.36e-3"
"GOTERM_CC_DIRECT","Cajal body","0.40%","14","3218","56","29722","5.92e-3","6.24e-2","2.31","9.98e-1","5.69e-2","2.11e-3"
"GOTERM_CC_DIRECT","juxtaparanode region of axon","0.17%","6","3218","12","29722","6.10e-3","6.37e-2","4.62","9.99e-1","5.81e-2","8.30e-4"
"GOTERM_BP_DIRECT","regulation of hemopoiesis","0.17%","6","3218","12","29712","6.10e-3","2.28e-1","4.62","1.00e+0","2.24e-1","8.31e-4"
"GOTERM_BP_DIRECT","reelin-mediated signaling pathway","0.17%","6","3218","12","29712","6.10e-3","2.28e-1","4.62","1.00e+0","2.24e-1","8.31e-4"
"GOTERM_BP_DIRECT","positive regulation of Wnt signaling pathway","0.34%","12","3218","44","29712","6.11e-3","2.28e-1","2.52","1.00e+0","2.24e-1","1.95e-3"
"GOTERM_BP_DIRECT","gene expression","1.80%","63","3218","417","29712","6.27e-3","2.31e-1","1.39","1.00e+0","2.27e-1","4.16e-3"
"GOTERM_BP_DIRECT","positive regulation of microtubule polymerization","0.26%","9","3218","27","29712","6.27e-3","2.31e-1","3.08","1.00e+0","2.27e-1","1.54e-3"
"GOTERM_MF_DIRECT","ATPase binding","0.60%","21","3181","101","28924","6.45e-3","1.12e-1","1.89","1.00e+0","1.07e-1","2.95e-3"
"GOTERM_MF_DIRECT","protein kinase C binding","0.43%","15","3181","62","28924","6.52e-3","1.12e-1","2.20","1.00e+0","1.07e-1","2.46e-3"
"GOTERM_MF_DIRECT","DNA-binding transcription factor activity","2.43%","85","3181","585","28924","6.63e-3","1.13e-1","1.32","1.00e+0","1.08e-1","4.71e-3"
"GOTERM_BP_DIRECT","protein deubiquitination","0.49%","17","3218","76","29712","6.69e-3","2.41e-1","2.07","1.00e+0","2.37e-1","2.74e-3"
"GOTERM_BP_DIRECT","NMDA selective glutamate receptor signaling pathway","0.14%","5","3218","8","29712","6.70e-3","2.41e-1","5.77","1.00e+0","2.37e-1","6.27e-4"
"GOTERM_BP_DIRECT","negative regulation of telomere maintenance via telomerase","0.23%","8","3218","22","29712","6.80e-3","2.41e-1","3.36","1.00e+0","2.37e-1","1.48e-3"
"GOTERM_BP_DIRECT","cellular response to hypoxia","0.77%","27","3218","145","29712","6.82e-3","2.41e-1","1.72","1.00e+0","2.37e-1","3.50e-3"
"GOTERM_BP_DIRECT","negative regulation of translation","0.60%","21","3218","103","29712","6.83e-3","2.41e-1","1.88","1.00e+0","2.37e-1","3.14e-3"
"GOTERM_BP_DIRECT","cellular response to insulin stimulus","0.63%","22","3218","110","29712","6.92e-3","2.41e-1","1.85","1.00e+0","2.37e-1","3.26e-3"
"GOTERM_CC_DIRECT","cell body","0.69%","24","3218","124","29722","6.95e-3","7.19e-2","1.79","9.99e-1","6.56e-2","3.40e-3"
"GOTERM_BP_DIRECT","protein-containing complex assembly","0.71%","25","3218","131","29712","6.95e-3","2.41e-1","1.76","1.00e+0","2.37e-1","3.46e-3"
"GOTERM_BP_DIRECT","positive regulation of dendritic spine morphogenesis","0.29%","10","3218","33","29712","6.95e-3","2.41e-1","2.80","1.00e+0","2.37e-1","1.94e-3"
"GOTERM_BP_DIRECT","regulation of neuronal synaptic plasticity","0.29%","10","3218","33","29712","6.95e-3","2.41e-1","2.80","1.00e+0","2.37e-1","1.94e-3"
"GOTERM_BP_DIRECT","post-embryonic development","0.66%","23","3218","117","29712","6.97e-3","2.41e-1","1.82","1.00e+0","2.37e-1","3.35e-3"
"GOTERM_MF_DIRECT","DNA binding","5.92%","207","3181","1593","28924","7.13e-3","1.20e-1","1.18","1.00e+0","1.15e-1","5.71e-3"
"GOTERM_BP_DIRECT","chondrocyte differentiation","0.46%","16","3218","70","29712","7.17e-3","2.41e-1","2.11","1.00e+0","2.37e-1","2.86e-3"
"GOTERM_BP_DIRECT","dendrite morphogenesis","0.37%","13","3218","51","29712","7.19e-3","2.41e-1","2.35","1.00e+0","2.37e-1","2.50e-3"
"GOTERM_BP_DIRECT","embryonic organ development","0.37%","13","3218","51","29712","7.19e-3","2.41e-1","2.35","1.00e+0","2.37e-1","2.50e-3"
"GOTERM_BP_DIRECT","positive regulation of excitatory postsynaptic potential","0.31%","11","3218","39","29712","7.27e-3","2.41e-1","2.60","1.00e+0","2.37e-1","2.22e-3"
"GOTERM_BP_DIRECT","neuron cellular homeostasis","0.31%","11","3218","39","29712","7.27e-3","2.41e-1","2.60","1.00e+0","2.37e-1","2.22e-3"
"GOTERM_BP_DIRECT","endochondral ossification","0.31%","11","3218","39","29712","7.27e-3","2.41e-1","2.60","1.00e+0","2.37e-1","2.22e-3"
"GOTERM_BP_DIRECT","positive regulation of Notch signaling pathway","0.34%","12","3218","45","29712","7.32e-3","2.41e-1","2.46","1.00e+0","2.37e-1","2.40e-3"
"GOTERM_BP_DIRECT","regulation of postsynaptic membrane neurotransmitter receptor levels","0.34%","12","3218","45","29712","7.32e-3","2.41e-1","2.46","1.00e+0","2.37e-1","2.40e-3"
"GOTERM_BP_DIRECT","adult behavior","0.34%","12","3218","45","29712","7.32e-3","2.41e-1","2.46","1.00e+0","2.37e-1","2.40e-3"
"GOTERM_BP_DIRECT","lactation","0.34%","12","3218","45","29712","7.32e-3","2.41e-1","2.46","1.00e+0","2.37e-1","2.40e-3"
"GOTERM_MF_DIRECT","histone reader activity","0.23%","8","3181","22","28924","7.39e-3","1.22e-1","3.31","1.00e+0","1.16e-1","1.64e-3"
"GOTERM_MF_DIRECT","fatty-acyl-CoA binding","0.23%","8","3181","22","28924","7.39e-3","1.22e-1","3.31","1.00e+0","1.16e-1","1.64e-3"
"GOTERM_MF_DIRECT","ATPase-coupled intramembrane lipid transporter activity","0.20%","7","3181","17","28924","7.44e-3","1.22e-1","3.74","1.00e+0","1.16e-1","1.38e-3"
"GOTERM_MF_DIRECT","protein tyrosine phosphatase activity, metal-dependent","0.54%","19","3181","89","28924","7.57e-3","1.22e-1","1.94","1.00e+0","1.16e-1","3.34e-3"
"GOTERM_MF_DIRECT","non-membrane spanning protein tyrosine phosphatase activity","0.54%","19","3181","89","28924","7.57e-3","1.22e-1","1.94","1.00e+0","1.16e-1","3.34e-3"
"GOTERM_MF_DIRECT","histone H2AXY142 phosphatase activity","0.54%","19","3181","89","28924","7.57e-3","1.22e-1","1.94","1.00e+0","1.16e-1","3.34e-3"
"GOTERM_BP_DIRECT","positive regulation of peptidyl-serine phosphorylation","0.49%","17","3218","77","29712","7.62e-3","2.49e-1","2.04","1.00e+0","2.45e-1","3.17e-3"
"GOTERM_BP_DIRECT","autophagy","0.94%","33","3218","190","29712","7.66e-3","2.49e-1","1.60","1.00e+0","2.45e-1","4.28e-3"
"GOTERM_MF_DIRECT","nuclear androgen receptor binding","0.29%","10","3181","33","28924","7.68e-3","1.22e-1","2.76","1.00e+0","1.16e-1","2.17e-3"
"GOTERM_BP_DIRECT","liver development","0.63%","22","3218","111","29712","7.69e-3","2.49e-1","1.83","1.00e+0","2.45e-1","3.66e-3"
"GOTERM_MF_DIRECT","signaling adaptor activity","0.49%","17","3181","76","28924","7.73e-3","1.22e-1","2.03","1.00e+0","1.16e-1","3.22e-3"
"GOTERM_BP_DIRECT","phosphatidylinositol dephosphorylation","0.26%","9","3218","28","29712","7.96e-3","2.55e-1","2.97","1.00e+0","2.51e-1","2.05e-3"
"GOTERM_BP_DIRECT","positive regulation of intracellular protein transport","0.26%","9","3218","28","29712","7.96e-3","2.55e-1","2.97","1.00e+0","2.51e-1","2.05e-3"
"GOTERM_BP_DIRECT","embryo development","0.40%","14","3218","58","29712","8.08e-3","2.58e-1","2.23","1.00e+0","2.53e-1","3.01e-3"
"GOTERM_MF_DIRECT","tubulin binding","0.46%","16","3181","70","28924","8.23e-3","1.29e-1","2.08","1.00e+0","1.23e-1","3.34e-3"
"GOTERM_CC_DIRECT","cortical cytoskeleton","0.29%","10","3218","34","29722","8.55e-3","8.76e-2","2.72","1.00e+0","7.99e-2","2.47e-3"
"GOTERM_BP_DIRECT","negative regulation of signal transduction","0.34%","12","3218","46","29712","8.70e-3","2.69e-1","2.41","1.00e+0","2.65e-1","2.94e-3"
"GOTERM_BP_DIRECT","positive regulation of blood vessel endothelial cell migration","0.34%","12","3218","46","29712","8.70e-3","2.69e-1","2.41","1.00e+0","2.65e-1","2.94e-3"
"GOTERM_MF_DIRECT","protein serine/threonine kinase binding","0.26%","9","3181","28","28924","8.72e-3","1.35e-1","2.92","1.00e+0","1.29e-1","2.28e-3"
"GOTERM_BP_DIRECT","neuron migration","0.80%","28","3218","155","29712","8.72e-3","2.69e-1","1.67","1.00e+0","2.65e-1","4.64e-3"
"GOTERM_CC_DIRECT","cyclin-dependent protein kinase holoenzyme complex","0.31%","11","3218","40","29722","8.75e-3","8.89e-2","2.54","1.00e+0","8.10e-2","2.76e-3"
"GOTERM_BP_DIRECT","positive regulation of filopodium assembly","0.31%","11","3218","40","29712","8.77e-3","2.69e-1","2.54","1.00e+0","2.65e-1","2.77e-3"
"GOTERM_BP_DIRECT","regulation of JNK cascade","0.23%","8","3218","23","29712","8.87e-3","2.69e-1","3.21","1.00e+0","2.65e-1","2.06e-3"
"GOTERM_BP_DIRECT","autophagy of mitochondrion","0.23%","8","3218","23","29712","8.87e-3","2.69e-1","3.21","1.00e+0","2.65e-1","2.06e-3"
"GOTERM_BP_DIRECT","positive regulation of dendrite development","0.23%","8","3218","23","29712","8.87e-3","2.69e-1","3.21","1.00e+0","2.65e-1","2.06e-3"
"GOTERM_BP_DIRECT","positive regulation of neuron migration","0.23%","8","3218","23","29712","8.87e-3","2.69e-1","3.21","1.00e+0","2.65e-1","2.06e-3"
"GOTERM_BP_DIRECT","locomotory exploration behavior","0.23%","8","3218","23","29712","8.87e-3","2.69e-1","3.21","1.00e+0","2.65e-1","2.06e-3"
"GOTERM_BP_DIRECT","glial cell proliferation","0.23%","8","3218","23","29712","8.87e-3","2.69e-1","3.21","1.00e+0","2.65e-1","2.06e-3"
"GOTERM_BP_DIRECT","negative regulation of neuron apoptotic process","1.00%","35","3218","207","29712","8.97e-3","2.71e-1","1.56","1.00e+0","2.66e-1","5.18e-3"
"GOTERM_CC_DIRECT","cytoplasmic vesicle","1.57%","55","3218","361","29722","8.98e-3","8.93e-2","1.41","1.00e+0","8.14e-2","5.89e-3"
"GOTERM_CC_DIRECT","dendritic growth cone","0.17%","6","3218","13","29722","9.03e-3","8.93e-2","4.26","1.00e+0","8.14e-2","1.40e-3"
"GOTERM_CC_DIRECT","phospholipid-translocating ATPase complex","0.17%","6","3218","13","29722","9.03e-3","8.93e-2","4.26","1.00e+0","8.14e-2","1.40e-3"
"GOTERM_MF_DIRECT","single-stranded DNA binding","0.63%","22","3181","111","28924","9.09e-3","1.39e-1","1.80","1.00e+0","1.33e-1","4.39e-3"
"GOTERM_MF_DIRECT","antiporter activity","0.40%","14","3181","58","28924","9.15e-3","1.39e-1","2.19","1.00e+0","1.33e-1","3.46e-3"
"GOTERM_MF_DIRECT","phospholipid binding","0.69%","24","3181","125","28924","9.19e-3","1.39e-1","1.75","1.00e+0","1.33e-1","4.62e-3"
"GOTERM_CC_DIRECT","axon cytoplasm","0.40%","14","3218","59","29722","9.33e-3","9.04e-2","2.19","1.00e+0","8.24e-2","3.55e-3"
"GOTERM_CC_DIRECT","FAR/SIN/STRIPAK complex","0.20%","7","3218","18","29722","9.40e-3","9.04e-2","3.59","1.00e+0","8.24e-2","1.87e-3"
"GOTERM_CC_DIRECT","paranode region of axon","0.20%","7","3218","18","29722","9.40e-3","9.04e-2","3.59","1.00e+0","8.24e-2","1.87e-3"
"GOTERM_BP_DIRECT","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","0.20%","7","3218","18","29712","9.41e-3","2.79e-1","3.59","1.00e+0","2.74e-1","1.87e-3"
"GOTERM_BP_DIRECT","regulation of mRNA splicing, via spliceosome","0.20%","7","3218","18","29712","9.41e-3","2.79e-1","3.59","1.00e+0","2.74e-1","1.87e-3"
"GOTERM_BP_DIRECT","suckling behavior","0.20%","7","3218","18","29712","9.41e-3","2.79e-1","3.59","1.00e+0","2.74e-1","1.87e-3"
"GOTERM_BP_DIRECT","positive regulation of ATP biosynthetic process","0.20%","7","3218","18","29712","9.41e-3","2.79e-1","3.59","1.00e+0","2.74e-1","1.87e-3"
"GOTERM_MF_DIRECT","nuclear estrogen receptor binding","0.37%","13","3181","52","28924","9.50e-3","1.43e-1","2.27","1.00e+0","1.36e-1","3.44e-3"
"GOTERM_MF_DIRECT","MAP kinase kinase activity","0.17%","6","3181","13","28924","9.65e-3","1.44e-1","4.20","1.00e+0","1.37e-1","1.52e-3"
"GOTERM_BP_DIRECT","regulation of transcription by RNA polymerase II","5.72%","200","3218","1569","29712","9.76e-3","2.88e-1","1.18","1.00e+0","2.83e-1","7.87e-3"
"GOTERM_BP_DIRECT","negative regulation of autophagy","0.37%","13","3218","53","29712","9.87e-3","2.88e-1","2.26","1.00e+0","2.83e-1","3.60e-3"
"GOTERM_BP_DIRECT","platelet-derived growth factor receptor-beta signaling pathway","0.37%","13","3218","53","29712","9.87e-3","2.88e-1","2.26","1.00e+0","2.83e-1","3.60e-3"
"GOTERM_CC_DIRECT","spindle midzone","0.26%","9","3218","29","29722","9.95e-3","9.49e-2","2.87","1.00e+0","8.65e-2","2.69e-3"
"GOTERM_BP_DIRECT","intermembrane lipid transfer","0.26%","9","3218","29","29712","9.97e-3","2.90e-1","2.87","1.00e+0","2.85e-1","2.69e-3"
"GOTERM_BP_DIRECT","negative regulation of ERK1 and ERK2 cascade","0.51%","18","3218","86","29712","1.01e-2","2.92e-1","1.93","1.00e+0","2.86e-1","4.47e-3"
"GOTERM_CC_DIRECT","membrane raft","1.11%","39","3218","239","29722","1.01e-2","9.52e-2","1.51","1.00e+0","8.68e-2","6.08e-3"
"GOTERM_MF_DIRECT","lamin binding","0.20%","7","3181","18","28924","1.01e-2","1.49e-1","3.54","1.00e+0","1.42e-1","2.05e-3"
"GOTERM_MF_DIRECT","misfolded protein binding","0.20%","7","3181","18","28924","1.01e-2","1.49e-1","3.54","1.00e+0","1.42e-1","2.05e-3"
"GOTERM_CC_DIRECT","terminal bouton","0.54%","19","3218","93","29722","1.02e-2","9.52e-2","1.89","1.00e+0","8.68e-2","4.68e-3"
"GOTERM_CC_DIRECT","postsynaptic cytosol","0.34%","12","3218","47","29722","1.02e-2","9.52e-2","2.36","1.00e+0","8.68e-2","3.55e-3"
"GOTERM_BP_DIRECT","cellular response to starvation","0.54%","19","3218","93","29712","1.03e-2","2.96e-1","1.89","1.00e+0","2.91e-1","4.70e-3"
"GOTERM_BP_DIRECT","regulation of cell migration","0.66%","23","3218","121","29712","1.03e-2","2.96e-1","1.76","1.00e+0","2.91e-1","5.16e-3"
"GOTERM_BP_DIRECT","cerebral cortex development","0.57%","20","3218","100","29712","1.04e-2","2.97e-1","1.85","1.00e+0","2.91e-1","4.88e-3"
"GOTERM_CC_DIRECT","filamentous actin","0.29%","10","3218","35","29722","1.04e-2","9.60e-2","2.64","1.00e+0","8.75e-2","3.13e-3"
"GOTERM_CC_DIRECT","calcium- and calmodulin-dependent protein kinase complex","0.11%","4","3218","5","29722","1.07e-2","9.74e-2","7.39","1.00e+0","8.88e-2","6.27e-4"
"GOTERM_BP_DIRECT","regulation of hormone levels","0.11%","4","3218","5","29712","1.07e-2","3.03e-1","7.39","1.00e+0","2.98e-1","6.27e-4"
"GOTERM_BP_DIRECT","regulation of cAMP/PKA signal transduction","0.11%","4","3218","5","29712","1.07e-2","3.03e-1","7.39","1.00e+0","2.98e-1","6.27e-4"
"GOTERM_MF_DIRECT","nuclear thyroid hormone receptor binding","0.26%","9","3181","29","28924","1.09e-2","1.59e-1","2.82","1.00e+0","1.51e-1","2.99e-3"
"GOTERM_CC_DIRECT","ciliary basal body","1.34%","47","3218","302","29722","1.10e-2","9.74e-2","1.44","1.00e+0","8.88e-2","6.99e-3"
"GOTERM_CC_DIRECT","autophagosome","0.49%","17","3218","80","29722","1.10e-2","9.74e-2","1.96","1.00e+0","8.88e-2","4.79e-3"
"GOTERM_CC_DIRECT","granular component","0.14%","5","3218","9","29722","1.10e-2","9.74e-2","5.13","1.00e+0","8.88e-2","1.28e-3"
"GOTERM_CC_DIRECT","chromaffin granule membrane","0.14%","5","3218","9","29722","1.10e-2","9.74e-2","5.13","1.00e+0","8.88e-2","1.28e-3"
"GOTERM_BP_DIRECT","regulation of early endosome to late endosome transport","0.14%","5","3218","9","29712","1.10e-2","3.08e-1","5.13","1.00e+0","3.03e-1","1.29e-3"
"GOTERM_BP_DIRECT","modification of postsynaptic structure","0.14%","5","3218","9","29712","1.10e-2","3.08e-1","5.13","1.00e+0","3.03e-1","1.29e-3"
"GOTERM_BP_DIRECT","tube formation","0.14%","5","3218","9","29712","1.10e-2","3.08e-1","5.13","1.00e+0","3.03e-1","1.29e-3"
"GOTERM_CC_DIRECT","microtubule plus-end","0.23%","8","3218","24","29722","1.14e-2","9.95e-2","3.08","1.00e+0","9.07e-2","2.79e-3"
"GOTERM_BP_DIRECT","positive regulation of insulin secretion involved in cellular response to glucose stimulus","0.37%","13","3218","54","29712","1.15e-2","3.19e-1","2.22","1.00e+0","3.13e-1","4.28e-3"
"GOTERM_BP_DIRECT","transcription by RNA polymerase II","1.11%","39","3218","241","29712","1.16e-2","3.20e-1","1.49","1.00e+0","3.14e-1","7.02e-3"
"GOTERM_MF_DIRECT","sequence-specific DNA binding","2.03%","71","3181","486","28924","1.16e-2","1.67e-1","1.33","1.00e+0","1.60e-1","8.00e-3"
"GOTERM_BP_DIRECT","positive regulation of cell adhesion","0.46%","16","3218","74","29712","1.20e-2","3.31e-1","2.00","1.00e+0","3.25e-1","5.13e-3"
"GOTERM_CC_DIRECT","smooth endoplasmic reticulum","0.26%","9","3218","30","29722","1.23e-2","1.07e-1","2.77","1.00e+0","9.76e-2","3.47e-3"
"GOTERM_MF_DIRECT","nuclear retinoic acid receptor binding","0.23%","8","3181","24","28924","1.23e-2","1.77e-1","3.03","1.00e+0","1.69e-1","3.08e-3"
"GOTERM_BP_DIRECT","positive regulation of synaptic transmission","0.26%","9","3218","30","29712","1.23e-2","3.34e-1","2.77","1.00e+0","3.28e-1","3.48e-3"
"GOTERM_BP_DIRECT","vascular endothelial growth factor signaling pathway","0.40%","14","3218","61","29712","1.24e-2","3.34e-1","2.12","1.00e+0","3.28e-1","4.91e-3"
"GOTERM_BP_DIRECT","positive regulation of apoptotic signaling pathway","0.31%","11","3218","42","29712","1.25e-2","3.34e-1","2.42","1.00e+0","3.28e-1","4.19e-3"
"GOTERM_BP_DIRECT","endoplasmic reticulum organization","0.31%","11","3218","42","29712","1.25e-2","3.34e-1","2.42","1.00e+0","3.28e-1","4.19e-3"
"GOTERM_BP_DIRECT","negative regulation of glycolytic process","0.20%","7","3218","19","29712","1.25e-2","3.34e-1","3.40","1.00e+0","3.28e-1","2.69e-3"
"GOTERM_BP_DIRECT","mRNA splice site recognition","0.20%","7","3218","19","29712","1.25e-2","3.34e-1","3.40","1.00e+0","3.28e-1","2.69e-3"
"GOTERM_BP_DIRECT","nucleotide-excision repair","0.29%","10","3218","36","29712","1.26e-2","3.34e-1","2.56","1.00e+0","3.28e-1","3.93e-3"
"GOTERM_BP_DIRECT","positive regulation of dendritic spine development","0.29%","10","3218","36","29712","1.26e-2","3.34e-1","2.56","1.00e+0","3.28e-1","3.93e-3"
"GOTERM_BP_DIRECT","positive regulation of DNA replication","0.29%","10","3218","36","29712","1.26e-2","3.34e-1","2.56","1.00e+0","3.28e-1","3.93e-3"
"GOTERM_CC_DIRECT","proximal dendrite","0.17%","6","3218","14","29722","1.28e-2","1.11e-1","3.96","1.00e+0","1.01e-1","2.23e-3"
"GOTERM_BP_DIRECT","positive regulation of potassium ion transport","0.17%","6","3218","14","29712","1.28e-2","3.38e-1","3.96","1.00e+0","3.32e-1","2.23e-3"
"GOTERM_BP_DIRECT","neuromuscular process controlling balance","0.43%","15","3218","68","29712","1.31e-2","3.43e-1","2.04","1.00e+0","3.37e-1","5.44e-3"
"GOTERM_BP_DIRECT","brain-derived neurotrophic factor receptor signaling pathway","0.37%","13","3218","55","29712","1.33e-2","3.47e-1","2.18","1.00e+0","3.40e-1","5.06e-3"
"GOTERM_MF_DIRECT","cysteine-type deubiquitinase activity","0.54%","19","3181","94","28924","1.33e-2","1.86e-1","1.84","1.00e+0","1.78e-1","6.25e-3"
"GOTERM_MF_DIRECT","phosphotyrosine residue binding","0.34%","12","3181","48","28924","1.34e-2","1.86e-1","2.27","1.00e+0","1.78e-1","4.86e-3"
"GOTERM_MF_DIRECT","apolipoprotein binding","0.20%","7","3181","19","28924","1.35e-2","1.86e-1","3.35","1.00e+0","1.78e-1","2.94e-3"
"GOTERM_MF_DIRECT","histone deacetylase activity","0.20%","7","3181","19","28924","1.35e-2","1.86e-1","3.35","1.00e+0","1.78e-1","2.94e-3"
"GOTERM_MF_DIRECT","histone acetyltransferase binding","0.26%","9","3181","30","28924","1.35e-2","1.86e-1","2.73","1.00e+0","1.78e-1","3.86e-3"
"GOTERM_BP_DIRECT","ephrin receptor signaling pathway","0.46%","16","3218","75","29712","1.36e-2","3.53e-1","1.97","1.00e+0","3.47e-1","5.87e-3"
"GOTERM_MF_DIRECT","ubiquitin-ubiquitin ligase activity","0.17%","6","3181","14","28924","1.37e-2","1.87e-1","3.90","1.00e+0","1.78e-1","2.42e-3"
"GOTERM_MF_DIRECT","heat shock protein binding","0.46%","16","3181","74","28924","1.37e-2","1.87e-1","1.97","1.00e+0","1.78e-1","5.94e-3"
