NONHSAG000001 DDX11L1
ENSG00000253633 NONHSAG050953
ENSG00000253634 NONHSAG050744
ENSG00000253634 NONHSAG050745
ENSG00000253636 NONHSAG050505
ENSG00000253641 NONHSAG049515
ENSG00000253642 NONHSAG049946
ENSG00000253643 NONHSAG049777
ENSG00000253643 NONHSAG049781
ENSG00000253643 ENSG00000253535
ENSG00000253645 NONHSAG050033
ENSG00000253647 NONHSAG042201
ENSG00000253647 KCNIP1
ENSG00000253648 NONHSAG049613
ENSG00000253652 NONHSAG042422
ENSG00000253653 NONHSAG042037
ENSG00000253656 NONHSAG051297
ENSG00000253659 NONHSAG050580
ENSG00000253660 NONHSAG042165
ENSG00000253664 NONHSAG050204
ENSG00000253665 ENSG00000253381
ENSG00000253665 NONHSAG050057
ENSG00000253665 ENSG00000254143
ENSG00000253665 NONHSAG050056
ENSG00000253666 NONHSAG050895
ENSG00000253669 NONHSAG050961
ENSG00000253673 NONHSAG042064
ENSG00000253673 NONHSAG042065
ENSG00000253673 ENSG00000253134
ENSG00000253673 NONHSAG042060
ENSG00000253673 NONHSAG042063
ENSG00000253675 NONHSAG050670
ENSG00000253682 NONHSAG050742
ENSG00000253687 NONHSAG042113
ENSG00000253690 NONHSAG049845
ENSG00000253693 NONHSAG092786
ENSG00000253693 CTC-535M15.2
ENSG00000253699 NONHSAG050671
ENSG00000253702 NONHSAG050180
ENSG00000253704 NONHSAG050788
ENSG00000253704 NONHSAG050786
ENSG00000253706 NONHSAG050542
ENSG00000253706 NONHSAG050541
ENSG00000253708 NONHSAG049894
ENSG00000253712 NONHSAG050547
ENSG00000253712 NONHSAG050548
ENSG00000253715 NONHSAG051457
ENSG00000253717 NONHSAG051058
ENSG00000253720 NONHSAG051285
ENSG00000253722 NONHSAG050762
ENSG00000253726 NONHSAG050501
ENSG00000253730 NONHSAG022162
ENSG00000253730 RP11-893F2.14
ENSG00000253730 NONHSAG022164
ENSG00000253736 NONHSAG042246
ENSG00000253736 NONHSAG042245
ENSG00000253741 NONHSAG051451
ENSG00000253744 NONHSAG040542
ENSG00000253745 NONHSAG050148
ENSG00000253754 NONHSAG051032
ENSG00000253764 NONHSAG099269
ENSG00000253768 NONHSAG042268
ENSG00000253775 NONHSAG049678
ENSG00000253776 NONHSAG041181
ENSG00000253778 ENSG00000254115
ENSG00000253778 NONHSAG050683
ENSG00000253782 NONHSAG050149
ENSG00000253784 NONHSAG050502
ENSG00000253796 NONHSAG051044
ENSG00000253802 NONHSAG050058
ENSG00000253806 NONHSAG051452
ENSG00000253809 NONHSAG044081
ENSG00000253821 NONHSAG050298
ENSG00000253824 NONHSAG050893
ENSG00000253824 ENSG00000253842
ENSG00000253824 NONHSAG050892
ENSG00000253825 NONHSAG038767
ENSG00000253832 NONHSAG049782
ENSG00000253832 ENSG00000288055
ENSG00000253834 NONHSAG050350
ENSG00000253836 NONHSAG050638
ENSG00000253837 NONHSAG049763
ENSG00000253848 NONHSAG050763
ENSG00000253851 NONHSAG050981
ENSG00000253851 NONHSAG050980
ENSG00000253852 NONHSAG041943
ENSG00000253853 NONHSAG049393
ENSG00000253853 ENSG00000288580
ENSG00000253853 NONHSAG099906
ENSG00000253853 GS1-57L11.1
ENSG00000253854 NONHSAG050759
ENSG00000253854 FAM92A1
ENSG00000253855 NONHSAG049383
ENSG00000253858 NONHSAG042202
ENSG00000253865 NONHSAG041902
ENSG00000253871 NONHSAG050296
ENSG00000253875 NONHSAG049835
ENSG00000253877 RP11-946L20.1
ENSG00000253877 NONHSAG051061
ENSG00000253879 NONHSAG050317
ENSG00000253880 NONHSAG049416
ENSG00000253888 NONHSAG049821
ENSG00000253893 NONHSAG049464
ENSG00000253893 FAM85B
ENSG00000253901 NONHSAG050732
ENSG00000253917 NONHSAG037355
ENSG00000253921 NONHSAG041979
ENSG00000253924 NONHSAG050217
ENSG00000253925 NONHSAG042167
ENSG00000253926 NONHSAG051273
ENSG00000253927 NONHSAG041620
ENSG00000253930 NONHSAG049752
ENSG00000253931 RP11-909N17.2
ENSG00000253931 NONHSAG099232
ENSG00000253932 NONHSAG049595
ENSG00000253939 NONHSAG050052
ENSG00000253939 ENSG00000254287
ENSG00000253939 NONHSAG050051
ENSG00000253944 ENSG00000253671
ENSG00000253944 NONHSAG049643
ENSG00000253947 NONHSAG042166
ENSG00000253948 RP11-410L14.1
ENSG00000253948 NONHSAG099643
ENSG00000253948 RP11-410L14.2
ENSG00000253949 NONHSAG051041
ENSG00000253956 NONHSAG051055
ENSG00000253959 NONHSAG042272
ENSG00000253961 NONHSAG049922
ENSG00000253965 NONHSAG041729
ENSG00000253967 NONHSAG050477
ENSG00000253968 NONHSAG042267
ENSG00000253968 ENSG00000253141
ENSG00000253968 NONHSAG042266
ENSG00000253972 NONHSAG051118
ENSG00000253973 NONHSAG007607
ENSG00000253973 RP11-467K18.2
ENSG00000253978 NONHSAG042170
ENSG00000253980 NONHSAG042035
ENSG00000253980 AC010609.1
ENSG00000253982 NONHSAG049366
ENSG00000253992 NONHSAG051300
ENSG00000254001 NONHSAG050568
ENSG00000254002 NONHSAG049773
ENSG00000254003 CTB-167B5.1
ENSG00000254003 ENSG00000228113
ENSG00000254003 NONHSAG048146
ENSG00000254006 NONHSAG050387
ENSG00000254007 NONHSAG049410
ENSG00000254011 NONHSAG042284
ENSG00000254011 NSG2
ENSG00000254021 NONHSAG051021
ENSG00000254024 ENSG00000289048
ENSG00000254024 NONHSAG050929
ENSG00000254026 ENSG00000253147
ENSG00000254026 RP11-369E15.2
ENSG00000254026 NONHSAG049689
ENSG00000254027 RP11-363E6.3
ENSG00000254027 NONHSAG099574
ENSG00000254031 NONHSAG050484
ENSG00000254031 ENSG00000285579
ENSG00000254033 NONHSAG049957
ENSG00000254034 NONHSAG049859
ENSG00000254035 NONHSAG042412
ENSG00000254040 NONHSAG049690
ENSG00000254041 NONHSAG051006
ENSG00000254042 NONHSAG042180
ENSG00000254043 NONHSAG050543
ENSG00000254044 NONHSAG038463
ENSG00000254044 STPG2
ENSG00000254050 NONHSAG050354
ENSG00000254054 NONHSAG049647
ENSG00000254055 NONHSAG050287
ENSG00000254057 NONHSAG050770
ENSG00000254060 NONHSAG050613
ENSG00000254064 NONHSAG049718
ENSG00000254066 NONHSAG042147
ENSG00000254080 NONHSAG050540
ENSG00000254084 NONHSAG050928
ENSG00000254089 NONHSAG050755
ENSG00000254092 ENSG00000280215
ENSG00000254092 NONHSAG049691
ENSG00000254092 NONHSAG049688
ENSG00000254094 NONHSAG037262
ENSG00000254094 UVSSA
ENSG00000254099 NONHSAG041783
ENSG00000254101 NONHSAG051373
ENSG00000254101 NONHSAG051371
ENSG00000254101 NONHSAG051374
ENSG00000254102 NONHSAG050385
ENSG00000254111 NONHSAG049979
ENSG00000254113 NONHSAG051183
ENSG00000254119 NONHSAG050349
ENSG00000254119 RP11-705O24.2
ENSG00000254119 NONHSAG050352
ENSG00000254119 NONHSAG050353
ENSG00000254119 NONHSAG098864
ENSG00000254119 RP11-705O24.1
ENSG00000254123 NONHSAG050635
ENSG00000254129 NONHSAG049871
ENSG00000254135 NONHSAG042069
ENSG00000254136 NONHSAG050212
ENSG00000254139 NONHSAG050300
ENSG00000254141 NONHSAG051012
ENSG00000254141 ZFPM2
ENSG00000254153 NONHSAG049469
ENSG00000254154 NONHSAG003561
ENSG00000254154 RP4-798P15.3
ENSG00000254162 NONHSAG050596
ENSG00000254163 NONHSAG042024
ENSG00000254171 NONHSAG042154
ENSG00000254177 NONHSAG050614
ENSG00000254178 NONHSAG049796
ENSG00000254186 NONHSAG042123
ENSG00000254186 NONHSAG042124
ENSG00000254186 NONHSAG042128
ENSG00000254192 NONHSAG042178
ENSG00000254194 NONHSAG049954
ENSG00000254197 NONHSAG051421
ENSG00000254202 NONHSAG050644
ENSG00000254204 NONHSAG050231
ENSG00000254207 NONHSAG049348
ENSG00000254208 NONHSAG050655
ENSG00000254208 ENSG00000260493
ENSG00000254209 NONHSAG051143
ENSG00000254222 NONHSAG050339
ENSG00000254230 NONHSAG049726
ENSG00000254231 NONHSAG050673
ENSG00000254236 NONHSAG050974
ENSG00000254237 NONHSAG049496
ENSG00000254237 NONHSAG049493
ENSG00000254237 NONHSAG049494
ENSG00000254237 ENSG00000253735
ENSG00000254239 NONHSAG041619
ENSG00000254242 NONHSAG049666
ENSG00000254248 NONHSAG050807
ENSG00000254249 NONHSAG051191
ENSG00000254249 NONHSAG051190
ENSG00000254251 NONHSAG050722
ENSG00000254254 NONHSAG050283
ENSG00000254254 NONHSAG050281
ENSG00000254261 NONHSAG051948
ENSG00000254261 ENSG00000253400
ENSG00000254261 RP11-18A15.1
ENSG00000254263 NONHSAG051284
ENSG00000254271 NONHSAG005986
ENSG00000254277 NONHSAG050490
ENSG00000254277 NONHSAG050489
ENSG00000254287 NONHSAG050052
ENSG00000254287 NONHSAG050051
ENSG00000254287 ENSG00000253939
ENSG00000254288 NONHSAG050532
ENSG00000254288 NONHSAG050533
ENSG00000254288 ENSG00000253115
ENSG00000254288 NONHSAG050534
ENSG00000254288 NONHSAG050531
ENSG00000254288 ENSG00000253983
ENSG00000254299 NONHSAG042237
ENSG00000254302 NONHSAG049955
ENSG00000254303 NONHSAG051147
ENSG00000254303 RP11-398G24.2
ENSG00000254307 NONHSAG050794
ENSG00000254314 NONHSAG050214
ENSG00000254315 NONHSAG050783
ENSG00000254315 RP11-267M23.3
ENSG00000254317 NONHSAG051280
ENSG00000254319 RP11-134O21.1
ENSG00000254319 NONHSAG049384
ENSG00000254325 NONHSAG050269
ENSG00000254330 NONHSAG050386
ENSG00000254334 NONHSAG049692
ENSG00000254337 NONHSAG050444
ENSG00000254339 NONHSAG051074
ENSG00000254340 NONHSAG049486
ENSG00000254347 NONHSAG050499
ENSG00000254350 NONHSAG042067
ENSG00000254357 NONHSAG050257
ENSG00000254361 NONHSAG051380
ENSG00000254361 ENSG00000253988
ENSG00000254361 NONHSAG051379
ENSG00000254362 NONHSAG049806
ENSG00000254363 NONHSAG041723
ENSG00000254365 NONHSAG042159
ENSG00000254366 NONHSAG050567
ENSG00000254367 NONHSAG049476
ENSG00000254380 NONHSAG050663
ENSG00000254380 NONHSAG050662
ENSG00000254389 NONHSAG114445
ENSG00000254389 RHPN1-AS1
ENSG00000254391 NONHSAG042114
ENSG00000254394 NONHSAG050639
ENSG00000254394 NONHSAG050636
ENSG00000254397 NONHSAG007618
ENSG00000254400 NONHSAG007536
ENSG00000254401 NONHSAG007657
ENSG00000254401 NONHSAG007656
ENSG00000254404 NONHSAG008507
ENSG00000254409 NONHSAG008134
ENSG00000254416 NONHSAG009576
ENSG00000254417 NONHSAG008906
ENSG00000254418 NONHSAG007715
ENSG00000254422 NONHSAG009467
ENSG00000254428 NONHSAG009792
ENSG00000254429 NONHSAG009092
ENSG00000254431 NONHSAG051214
ENSG00000254433 NONHSAG009520
ENSG00000254434 NONHSAG009202
ENSG00000254438 NONHSAG007714
ENSG00000254444 NONHSAG007517
ENSG00000254447 NONHSAG008824
ENSG00000254450 NONHSAG009602
ENSG00000254450 ALG9
ENSG00000254451 NONHSAG011714
ENSG00000254452 NONHSAG008728
ENSG00000254452 NONHSAG008727
ENSG00000254452 ENSG00000245156
ENSG00000254456 NONHSAG007879
ENSG00000254458 NONHSAG008732
ENSG00000254458 ENSG00000254756
ENSG00000254459 NONHSAG009169
ENSG00000254459 NONHSAG009170
ENSG00000254459 NONHSAG009166
ENSG00000254461 NONHSAG008723
ENSG00000254467 NONHSAG009913
ENSG00000254467 NONHSAG009914
ENSG00000254468 NONHSAG007280
ENSG00000254473 RP11-522I20.3
ENSG00000254477 NONHSAG008411
ENSG00000254480 NONHSAG007487
ENSG00000254484 NONHSAG008915
ENSG00000254484 PPFIA1
ENSG00000254485 NONHSAG034369
ENSG00000254485 NONHSAG085327
ENSG00000254485 SRGAP3
ENSG00000254486 NONHSAG007673
ENSG00000254488 NONHSAG055878
ENSG00000254489 NONHSAG063903
ENSG00000254489 RP5-1024C24.1
ENSG00000254499 NONHSAG034265
ENSG00000254501 NONHSAG008654
ENSG00000254508 NONHSAG008016
ENSG00000254508 NONHSAG008015
ENSG00000254511 NONHSAG009211
ENSG00000254516 NONHSAG008084
ENSG00000254519 NONHSAG008178
ENSG00000254519 NONHSAG062800
ENSG00000254519 CTD-2210P24.1
ENSG00000254526 NONHSAG007932
ENSG00000254526 NONHSAG007934
ENSG00000254526 NONHSAG007931
ENSG00000254528 NONHSAG009739
ENSG00000254530 NONHSAG007942
ENSG00000254530 NONHSAG007933
ENSG00000254532 RP11-624D11.2
ENSG00000254532 NONHSAG007945
ENSG00000254538 NONHSAG050523
ENSG00000254539 NONHSAG002678
ENSG00000254551 NONHSAG009230
ENSG00000254554 NONHSAG007640
ENSG00000254554 SBF2
ENSG00000254559 NONHSAG007287
ENSG00000254563 NONHSAG009189
ENSG00000254568 NONHSAG009945
ENSG00000254571 NONHSAG053037
ENSG00000254573 NONHSAG010110
ENSG00000254574 NONHSAG051512
ENSG00000254577 RP11-484D2.4
ENSG00000254577 TTC17
ENSG00000254578 NONHSAG051556
ENSG00000254584 NONHSAG007976
ENSG00000254586 NONHSAG007776
ENSG00000254592 NONHSAG007455
ENSG00000254594 NONHSAG007873
ENSG00000254602 NONHSAG008358
ENSG00000254604 NONHSAG008916
ENSG00000254604 ENSG00000255539
ENSG00000254604 NONHSAG008920
ENSG00000254604 NONHSAG008914
ENSG00000254605 NONHSAG008901
ENSG00000254607 NONHSAG009998
ENSG00000254620 NONHSAG032145
ENSG00000254620 NONHSAG032143
ENSG00000254620 ENSG00000231290
ENSG00000254626 NONHSAG009635
ENSG00000254627 NONHSAG007978
ENSG00000254631 NONHSAG009062
ENSG00000254631 ENSG00000254928
ENSG00000254631 NONHSAG009061
ENSG00000254631 ENSG00000255440
ENSG00000254631 NONHSAG009059
ENSG00000254632 NONHSAG009139
ENSG00000254635 NONHSAG005482
ENSG00000254641 NONHSAG007538
ENSG00000254645 NONHSAG007736
ENSG00000254649 NONHSAG009183
ENSG00000254649 NONHSAG009182
ENSG00000254649 ENSG00000288853
ENSG00000254649 ENSG00000254420
ENSG00000254653 NONHSAG008194
ENSG00000254654 NONHSAG008157
ENSG00000254659 NONHSAG009564
ENSG00000254659 NONHSAG009570
ENSG00000254659 NONHSAG009566
ENSG00000254659 ENSG00000255028
ENSG00000254659 ENSG00000289465
ENSG00000254659 RP11-708B6.2
ENSG00000254659 RDX
ENSG00000254661 NONHSAG007738
ENSG00000254662 NONHSAG008349
ENSG00000254664 NONHSAG008161
ENSG00000254665 NONHSAG007595
ENSG00000254665 RPL27A
ENSG00000254676 NONHSAG009227
ENSG00000254680 NONHSAG007682
ENSG00000254687 NONHSAG050224
ENSG00000254689 NONHSAG050633
ENSG00000254689 NONHSAG050634
ENSG00000254690 NONHSAG051542
ENSG00000254690 DGAT1
ENSG00000254694 NONHSAG009982
ENSG00000254694 RPUSD4
ENSG00000254698 NONHSAG009220
ENSG00000254698 NONHSAG009219
ENSG00000254705 NONHSAG009353
ENSG00000254710 NONHSAG009900
ENSG00000254718 NONHSAG015150
ENSG00000254721 NONHSAG008910
ENSG00000254733 NONHSAG009274
ENSG00000254733 RP11-317J19.1
ENSG00000254734 NONHSAG007941
ENSG00000254734 NONHSAG007939
ENSG00000254739 NONHSAG007317
ENSG00000254741 NONHSAG051503
ENSG00000254741 ENSG00000279605
ENSG00000254746 NONHSAG008170
ENSG00000254746 NONHSAG008168
ENSG00000254753 NONHSAG049601
ENSG00000254753 NONHSAG049602
ENSG00000254756 NONHSAG008732
ENSG00000254756 ENSG00000254458
ENSG00000254756 NONHSAG008734
ENSG00000254760 CTD-2616J11.3
ENSG00000254760 NONHSAG026364
ENSG00000254762 NONHSAG008726
ENSG00000254768 NONHSAG007848
ENSG00000254775 NONHSAG050321
ENSG00000254777 NONHSAG050338
ENSG00000254777 NONHSAG050335
ENSG00000254787 NONHSAG009250
ENSG00000254789 NONHSAG007734
ENSG00000254791 NONHSAG007708
ENSG00000254791 FAR1
ENSG00000254812 NONHSAG051508
ENSG00000254813 NONHSAG049587
ENSG00000254815 NONHSAG007320
ENSG00000254819 NONHSAG007883
ENSG00000254829 NONHSAG009173
ENSG00000254830 NONHSAG009446
ENSG00000254833 NONHSAG009979
ENSG00000254835 NONHSAG033703
ENSG00000254837 AP001372.2
ENSG00000254837 POLD3
ENSG00000254839 NONHSAG049528
ENSG00000254842 NONHSAG010061
ENSG00000254844 NONHSAG009737
ENSG00000254846 NONHSAG014363
ENSG00000254847 NONHSAG007689
ENSG00000254854 NONHSAG009834
ENSG00000254854 ENSG00000287545
ENSG00000254859 NONHSAG051494
ENSG00000254859 NONHSAG051496
ENSG00000254859 RP11-661A12.5
ENSG00000254861 NONHSAG007869
ENSG00000254861 NONHSAG007868
ENSG00000254862 NONHSAG007897
ENSG00000254862 NONHSAG007896
ENSG00000254862 NONHSAG007899
ENSG00000254863 NONHSAG009839
ENSG00000254864 NONHSAG007563
ENSG00000254865 NONHSAG007637
ENSG00000254872 NONHSAG007368
ENSG00000254873 NONHSAG009759
ENSG00000254873 NONHSAG009758
ENSG00000254876 ENSG00000255036
ENSG00000254876 RP11-23J9.4
ENSG00000254878 NONHSAG007741
ENSG00000254878 NONHSAG062681
ENSG00000254879 NONHSAG008266
ENSG00000254887 CTC-378H22.1
ENSG00000254887 NONHSAG025897
ENSG00000254887 ENSG00000259436
ENSG00000254896 NONHSAG010088
ENSG00000254896 OPCML
ENSG00000254898 NONHSAG050007
ENSG00000254900 NONHSAG007591
ENSG00000254902 NONHSAG008909
ENSG00000254905 NONHSAG009989
ENSG00000254906 NONHSAG007839
ENSG00000254907 NONHSAG008113
ENSG00000254910 NONHSAG007296
ENSG00000254913 NONHSAG002685
ENSG00000254919 NONHSAG008063
ENSG00000254921 NONHSAG007578
ENSG00000254928 NONHSAG009062
ENSG00000254928 NONHSAG009059
ENSG00000254928 ENSG00000254631
ENSG00000254929 NONHSAG005804
ENSG00000254930 NONHSAG007712
ENSG00000254930 NONHSAG007713
ENSG00000254930 ENSG00000254927
ENSG00000254932 NONHSAG009954
ENSG00000254933 NONHSAG009122
ENSG00000254936 NONHSAG049530
ENSG00000254938 NONHSAG010000
ENSG00000254938 NONHSAG009999
ENSG00000254938 KIRREL3
ENSG00000254942 NONHSAG002343
ENSG00000254942 RP5-1160K1.8
ENSG00000254946 RP11-531H8.1
ENSG00000254946 ENSG00000254695
ENSG00000254946 RP11-396O20.1
ENSG00000254946 NONHSAG062677
ENSG00000254951 NONHSAG007571
ENSG00000254951 ENSG00000271758
ENSG00000254966 NONHSAG007815
ENSG00000254968 NONHSAG009630
ENSG00000254968 ENSG00000285769
ENSG00000254972 NONHSAG008950
ENSG00000254972 NONHSAG008948
ENSG00000254973 NONHSAG051517
ENSG00000254975 NONHSAG009137
ENSG00000254980 NONHSAG009595
ENSG00000254983 NONHSAG007685
ENSG00000254983 MICALCL
ENSG00000254985 NONHSAG009162
ENSG00000254987 NONHSAG063605
ENSG00000254987 RP11-563P16.1
ENSG00000254988 NONHSAG009145
ENSG00000254990 NONHSAG009599
ENSG00000254991 NONHSAG007674
ENSG00000255005 NONHSAG009262
ENSG00000255007 NONHSAG008200
ENSG00000255008 NONHSAG063443
ENSG00000255008 AP000442.1
ENSG00000255008 AP000442.4
ENSG00000255020 NONHSAG049539
ENSG00000255021 NONHSAG034497
ENSG00000255026 NONHSAG007295
ENSG00000255027 NONHSAG009969
ENSG00000255029 NONHSAG007936
ENSG00000255031 NONHSAG008841
ENSG00000255032 NONHSAG008150
ENSG00000255036 CCDC180
ENSG00000255036 ENSG00000254876
ENSG00000255036 RP11-23J9.4
ENSG00000255039 NONHSAG009438
ENSG00000255041 ENSG00000286418
ENSG00000255041 NONHSAG008166
ENSG00000255045 NONHSAG009937
ENSG00000255046 NONHSAG049555
ENSG00000255050 NONHSAG051500
ENSG00000255062 NONHSAG009991
ENSG00000255062 NONHSAG009990
ENSG00000255084 NONHSAG009186
ENSG00000255087 NONHSAG010005
ENSG00000255087 CTD-2234N14.2
ENSG00000255087 RP11-168K9.1
ENSG00000255089 NONHSAG007297
ENSG00000255089 NONHSAG007298
ENSG00000255089 ENSG00000251661
ENSG00000255094 RP11-406D1.2
ENSG00000255097 NONHSAG007612
ENSG00000255097 DENND5A
ENSG00000255101 NONHSAG050108
ENSG00000255102 NONHSAG009300
ENSG00000255108 NONHSAG007353
ENSG00000255109 NONHSAG008108
ENSG00000255114 NONHSAG009797
ENSG00000255117 NONHSAG007937
ENSG00000255118 NONHSAG008508
ENSG00000255121 NONHSAG009789
ENSG00000255129 NONHSAG009641
ENSG00000255130 NONHSAG050435
ENSG00000255132 NONHSAG008100
ENSG00000255133 NONHSAG008018
ENSG00000255135 NONHSAG009130
ENSG00000255136 NONHSAG009090
ENSG00000255136 NONHSAG063521
ENSG00000255136 CTD-2562J17.4
ENSG00000255139 NONHSAG008404
ENSG00000255142 ENSG00000255284
ENSG00000255142 NONHSAG007347
ENSG00000255143 NONHSAG008908
ENSG00000255143 ANO1
ENSG00000255146 NONHSAG008369
ENSG00000255158 NONHSAG007333
ENSG00000255159 NONHSAG007599
ENSG00000255167 NONHSAG007842
ENSG00000255175 NONHSAG008089
ENSG00000255176 NONHSAG009775
ENSG00000255176 PHLDB1
ENSG00000255177 NONHSAG007374
ENSG00000255178 NONHSAG009203
ENSG00000255179 NONHSAG007560
ENSG00000255182 NONHSAG051562
ENSG00000255182 NONHSAG051563
ENSG00000255182 CTD-2517M14.5
ENSG00000255187 NONHSAG009346
ENSG00000255191 NONHSAG008900
ENSG00000255191 ANO1
ENSG00000255193 NONHSAG007867
ENSG00000255197 NONHSAG008236
ENSG00000255201 NONHSAG050012
ENSG00000255202 NONHSAG008007
ENSG00000255206 NONHSAG050436
ENSG00000255209 NONHSAG009196
ENSG00000255216 NONHSAG009840
ENSG00000255219 NONHSAG009880
ENSG00000255224 NONHSAG051532
ENSG00000255227 NONHSAG007935
ENSG00000255229 NONHSAG007283
ENSG00000255234 NONHSAG009238
ENSG00000255234 NONHSAG062987
ENSG00000255234 RP11-727A23.10
ENSG00000255236 NONHSAG008845
ENSG00000255240 NONHSAG008387
ENSG00000255240 NONHSAG008385
ENSG00000255241 NONHSAG009301
ENSG00000255246 NONHSAG009213
ENSG00000255246 NONHSAG009210
ENSG00000255247 NONHSAG009833
ENSG00000255250 NONHSAG009277
ENSG00000255250 NONHSAG009278
ENSG00000255250 ENSG00000254731
ENSG00000255252 RP1-65P5.3
ENSG00000255252 NONHSAG007981
ENSG00000255256 NONHSAG008066
ENSG00000255256 LDLRAD3
ENSG00000255258 RP11-448P19.1
ENSG00000255258 NONHSAG063747
ENSG00000255267 NONHSAG008164
ENSG00000255267 NONHSAG008165
ENSG00000255267 NONHSAG008167
ENSG00000255267 ENSG00000254427
ENSG00000255269 NONHSAG008198
ENSG00000255270 NONHSAG007825
ENSG00000255270 NAV2
ENSG00000255271 NONHSAG008036
ENSG00000255276 NONHSAG007486
ENSG00000255284 ENSG00000255142
ENSG00000255284 ENSG00000279672
ENSG00000255284 NONHSAG007347
ENSG00000255299 NONHSAG008376
ENSG00000255300 NONHSAG008107
ENSG00000255301 NONHSAG008354
ENSG00000255306 NONHSAG008835
ENSG00000255308 NONHSAG007823
ENSG00000255308 ENSG00000255160
ENSG00000255308 NONHSAG007821
ENSG00000255310 NONHSAG049529
ENSG00000255311 NONHSAG009244
ENSG00000255313 NONHSAG051206
ENSG00000255314 NONHSAG062804
ENSG00000255314 RP11-702F3.3
ENSG00000255317 NONHSAG010002
ENSG00000255320 NONHSAG008722
ENSG00000255326 NONHSAG009103
ENSG00000255327 NONHSAG010116
ENSG00000255332 NONHSAG009347
ENSG00000255332 NONHSAG009348
ENSG00000255332 NONHSAG009349
ENSG00000255335 NONHSAG007777
ENSG00000255337 RP11-315O6.1
ENSG00000255340 NONHSAG008115
ENSG00000255343 NONHSAG051521
ENSG00000255345 NONHSAG009191
ENSG00000255348 NONHSAG010100
ENSG00000255351 NONHSAG007662
ENSG00000255355 NONHSAG008407
ENSG00000255357 NONHSAG007852
ENSG00000255363 NONHSAG009133
ENSG00000255366 NONHSAG050154
ENSG00000255367 NONHSAG007462
ENSG00000255367 ENSG00000287906
ENSG00000255367 NONHSAG007463
ENSG00000255375 NONHSAG007982
ENSG00000255382 NONHSAG009215
ENSG00000255388 NONHSAG008101
ENSG00000255389 C6orf3
ENSG00000255389 NONHSAG093517
ENSG00000255390 NONHSAG007544
ENSG00000255395 NONHSAG009085
ENSG00000255406 NONHSAG010092
ENSG00000255410 RP11-732A19.6
ENSG00000255410 NONHSAG063802
ENSG00000255411 NONHSAG007711
ENSG00000255418 NONHSAG007862
ENSG00000255422 NONHSAG009779
ENSG00000255426 NONHSAG008177
ENSG00000255427 NONHSAG008037
ENSG00000255428 NONHSAG009591
ENSG00000255428 POU2AF1
ENSG00000255429 NONHSAG009316
ENSG00000255433 AP000479.1
ENSG00000255433 NONHSAG062817
ENSG00000255435 NONHSAG009768
ENSG00000255438 NONHSAG031935
ENSG00000255438 NONHSAG056027
ENSG00000255440 NONHSAG009061
ENSG00000255440 NONHSAG009059
ENSG00000255440 ENSG00000254631
ENSG00000255443 RP1-68D18.4
ENSG00000255446 NONHSAG008514
ENSG00000255447 NONHSAG008182
ENSG00000255448 RP1-59M18.2
ENSG00000255448 NONHSAG007780
ENSG00000255455 AP003486.1
ENSG00000255455 NONHSAG010061
ENSG00000255455 SNX19
ENSG00000255458 NONHSAG037790
ENSG00000255458 RP11-539G18.2
ENSG00000255462 NONHSAG007663
ENSG00000255467 NONHSAG009539
ENSG00000255468 NONHSAG008736
ENSG00000255468 RP11-867G23.8
ENSG00000255471 NONHSAG009281
ENSG00000255471 ENSG00000280339
ENSG00000255471 NONHSAG009283
ENSG00000255474 NONHSAG010253
ENSG00000255476 RP11-1H15.2
ENSG00000255478 NONHSAG008667
ENSG00000255484 NONHSAG009633
ENSG00000255487 NONHSAG050003
ENSG00000255491 NONHSAG051204
ENSG00000255496 NONHSAG007907
ENSG00000255498 NONHSAG008186
ENSG00000255502 NONHSAG009439
ENSG00000255503 RP11-113K21.4
ENSG00000255503 NONHSAG009225
ENSG00000255506 NONHSAG009355
ENSG00000255512 NONHSAG010117
ENSG00000255516 NONHSAG009299
ENSG00000255517 NONHSAG008743
ENSG00000255520 NONHSAG008222
ENSG00000255521 NONHSAG008049
ENSG00000255523 NONHSAG008384
ENSG00000255528 NONHSAG009561
ENSG00000255539 NONHSAG008916
ENSG00000255539 NONHSAG008914
ENSG00000255539 ENSG00000254604
ENSG00000255542 NONHSAG008056
ENSG00000255545 NONHSAG010109
ENSG00000255553 NONHSAG008504
ENSG00000255555 NONHSAG009252
ENSG00000255557 NONHSAG008699
ENSG00000255558 NONHSAG007697
ENSG00000255565 NONHSAG010592
ENSG00000255572 NONHSAG010369
ENSG00000255580 NONHSAG009677
ENSG00000255595 NONHSAG012681
ENSG00000255595 NONHSAG012682
ENSG00000255595 RP5-944M2.3
ENSG00000255595 NONHSAG012684
ENSG00000255595 NONHSAG065167
ENSG00000255595 RP4-765H13.1
ENSG00000255608 NONHSAG010256
ENSG00000255621 NONHSAG010546
ENSG00000255621 ENSG00000247498
ENSG00000255629 NONHSAG011525
ENSG00000255647 NONHSAG040992
ENSG00000255647 AC093510.1
ENSG00000255648 NONHSAG010621
ENSG00000255649 NONHSAG010566
ENSG00000255650 NONHSAG012247
ENSG00000255652 NONHSAG010872
ENSG00000255652 NONHSAG010871
ENSG00000255655 NONHSAG012240
ENSG00000255666 ENSG00000233536
ENSG00000255666 RP11-867G2.5
ENSG00000255666 NONHSAG009399
ENSG00000255670 NONHSAG010525
